q,h,dh,l,dl,f,df,s,m
 897,75.372977, 0.369934,195.984981,-0.697759,-120.612004, 1.067692,271.357958,195.984981
 898,75.743554, 0.371220,195.287912,-0.696379,-119.544359, 1.067599,271.031466,195.287912
 899,76.115418, 0.372509,194.592224,-0.694997,-118.476806, 1.067506,270.707642,194.592224
 900,76.488571, 0.373799,193.897918,-0.693615,-117.409346, 1.067413,270.386489,193.897918
 901,76.863016, 0.375090,193.204995,-0.692230,-116.341980, 1.067320,270.068011,193.204995
 902,77.238753, 0.376383,192.513458,-0.690844,-115.274706, 1.067227,269.752211,192.513458
 903,77.615783, 0.377678,191.823308,-0.689456,-114.207525, 1.067135,269.439091,191.823308
 904,77.994109, 0.378975,191.134546,-0.688067,-113.140436, 1.067042,269.128655,191.134546
 905,78.373733, 0.380272,190.447173,-0.686677,-112.073441, 1.066949,268.820906,190.447173
 906,78.754655, 0.381572,189.761192,-0.685285,-111.006538, 1.066857,268.515847,189.761192
 907,79.136877, 0.382873,189.076604,-0.683891,-109.939727, 1.066764,268.213481,189.076604
 908,79.520401, 0.384175,188.393410,-0.682497,-108.873009, 1.066672,267.913811,188.393410
 909,79.905228, 0.385479,187.711611,-0.681100,-107.806384, 1.066579,267.616839,187.711611
 910,80.291359, 0.386785,187.031210,-0.679703,-106.739850, 1.066487,267.322569,187.031210
 911,80.678797, 0.388092,186.352207,-0.678303,-105.673409, 1.066395,267.031004,186.352207
 912,81.067543, 0.389400,185.674603,-0.676903,-104.607060, 1.066303,266.742147,185.674603
 913,81.457598, 0.390710,184.998401,-0.675501,-103.540804, 1.066211,266.455999,184.998401
 914,81.848963, 0.392021,184.323602,-0.674098,-102.474639, 1.066119,266.172565,184.323602
 915,82.241641, 0.393334,183.650206,-0.672693,-101.408565, 1.066027,265.891847,183.650206
 916,82.635632, 0.394648,182.978216,-0.671287,-100.342584, 1.065935,265.613847,182.978216
 917,83.030937, 0.395964,182.307632,-0.669880,-99.276695, 1.065844,265.338569,182.307632
 918,83.427559, 0.397281,181.638456,-0.668472,-98.210896, 1.065752,265.066015,181.638456
 919,83.825499, 0.398599,180.970689,-0.667062,-97.145190, 1.065661,264.796188,180.970689
 920,84.224758, 0.399919,180.304332,-0.665651,-96.079575, 1.065570,264.529090,180.304332
 921,84.625337, 0.401240,179.639388,-0.664238,-95.014051, 1.065478,264.264725,179.639388
 922,85.027238, 0.402562,178.975856,-0.662825,-93.948618, 1.065387,264.003094,178.975856
 923,85.430462, 0.403886,178.313738,-0.661410,-92.883276, 1.065296,263.744201,178.313738
 924,85.835011, 0.405211,177.653036,-0.659994,-91.818025, 1.065205,263.488047,177.653036
 925,86.240885, 0.406538,176.993750,-0.658577,-90.752865, 1.065115,263.234636,176.993750
 926,86.648087, 0.407866,176.335883,-0.657159,-89.687796, 1.065024,262.983970,176.335883
 927,87.056617, 0.409195,175.679434,-0.655739,-88.622817, 1.064934,262.736051,175.679434
 928,87.466477, 0.410525,175.024405,-0.654318,-87.557928, 1.064843,262.490881,175.024405
 929,87.877667, 0.411856,174.370797,-0.652897,-86.493130, 1.064753,262.248465,174.370797
 930,88.290190, 0.413189,173.718612,-0.651474,-85.428422, 1.064663,262.008802,173.718612
 931,88.704046, 0.414523,173.067850,-0.650050,-84.363804, 1.064573,261.771897,173.067850
 932,89.119237, 0.415859,172.418513,-0.648624,-83.299276, 1.064483,261.537751,172.418513
 933,89.535764, 0.417195,171.770602,-0.647198,-82.234838, 1.064393,261.306366,171.770602
 934,89.953628, 0.418533,171.124117,-0.645771,-81.170489, 1.064304,261.077746,171.124117
 935,90.372831, 0.419872,170.479061,-0.644343,-80.106230, 1.064214,260.851891,170.479061
 936,90.793372, 0.421212,169.835433,-0.642913,-79.042060, 1.064125,260.628805,169.835433
 937,91.215255, 0.422553,169.193235,-0.641483,-77.977980, 1.064036,260.408490,169.193235
 938,91.638479, 0.423896,168.552468,-0.640051,-76.913988, 1.063947,260.190947,168.552468
 939,92.063047, 0.425239,167.913132,-0.638619,-75.850085, 1.063858,259.976179,167.913132
 940,92.488958, 0.426584,167.275230,-0.637186,-74.786272, 1.063770,259.764188,167.275230
 941,92.916215, 0.427930,166.638761,-0.635751,-73.722546, 1.063681,259.554976,166.638761
 942,93.344818, 0.429277,166.003727,-0.634316,-72.658909, 1.063593,259.348546,166.003727
 943,93.774769, 0.430625,165.370129,-0.632880,-71.595360, 1.063505,259.144898,165.370129
 944,94.206068, 0.431974,164.737968,-0.631443,-70.531900, 1.063417,258.944036,164.737968
 945,94.638717, 0.433324,164.107244,-0.630005,-69.468527, 1.063329,258.745960,164.107244
 946,95.072716, 0.434675,163.477958,-0.628566,-68.405242, 1.063241,258.550674,163.477958
 947,95.508067, 0.436027,162.850112,-0.627126,-67.342045, 1.063154,258.358179,162.850112
 948,95.944771, 0.437381,162.223706,-0.625686,-66.278935, 1.063066,258.168477,162.223706
 949,96.382829, 0.438735,161.598740,-0.624244,-65.215912, 1.062979,257.981569,161.598740
 950,96.822241, 0.440090,160.975217,-0.622802,-64.152976, 1.062892,257.797458,160.975217
 951,97.263009, 0.441446,160.353136,-0.621359,-63.090127, 1.062806,257.616145,160.353136
 952,97.705134, 0.442804,159.732499,-0.619915,-62.027365, 1.062719,257.437633,159.732499
 953,98.148617, 0.444162,159.113306,-0.618471,-60.964689, 1.062633,257.261922,159.113306
 954,98.593458, 0.445521,158.495558,-0.617026,-59.902100, 1.062546,257.089015,158.495558
 955,99.039659, 0.446881,157.879255,-0.615579,-58.839596, 1.062460,256.918914,157.879255
 956,99.487220, 0.448242,157.264399,-0.614133,-57.777179, 1.062375,256.751619,157.264399
 957,99.936143, 0.449604,156.650990,-0.612685,-56.714847, 1.062289,256.587133,156.650990
 958,100.386428, 0.450967,156.039029,-0.611237,-55.652600, 1.062204,256.425457,156.039029
 959,100.838077, 0.452330,155.428516,-0.609788,-54.590439, 1.062119,256.266593,155.428516
 960,101.291089, 0.453695,154.819453,-0.608339,-53.528363, 1.062034,256.110542,154.819453
 961,101.745467, 0.455060,154.211839,-0.606888,-52.466372, 1.061949,255.957306,154.211839
 962,102.201211, 0.456427,153.605676,-0.605438,-51.404465, 1.061864,255.806886,153.605676
 963,102.658321, 0.457794,153.000964,-0.603986,-50.342643, 1.061780,255.659285,153.000964
 964,103.116798, 0.459162,152.397704,-0.602534,-49.280905, 1.061696,255.514502,152.397704
 965,103.576644, 0.460530,151.795896,-0.601082,-48.219251, 1.061612,255.372540,151.795896
 966,104.037859, 0.461900,151.195540,-0.599629,-47.157681, 1.061528,255.233400,151.195540
 967,104.500445, 0.463270,150.596639,-0.598175,-46.096194, 1.061445,255.097083,150.596639
 968,104.964400, 0.464641,149.999191,-0.596721,-45.034791, 1.061362,254.963591,149.999191
 969,105.429727, 0.466013,149.403198,-0.595266,-43.973470, 1.061279,254.832925,149.403198
 970,105.896427, 0.467386,148.808659,-0.593811,-42.912233, 1.061196,254.705086,148.808659
 971,106.364499, 0.468759,148.215577,-0.592355,-41.851078, 1.061114,254.580075,148.215577
 972,106.833945, 0.470133,147.623950,-0.590899,-40.790005, 1.061032,254.457894,147.623950
 973,107.304765, 0.471508,147.033779,-0.589442,-39.729014, 1.060950,254.338544,147.033779
 974,107.776960, 0.472883,146.445066,-0.587985,-38.668106, 1.060868,254.222026,146.445066
 975,108.250531, 0.474259,145.857810,-0.586527,-37.607279, 1.060786,254.108341,145.857810
 976,108.725478, 0.475636,145.272011,-0.585070,-36.546533, 1.060705,253.997489,145.272011
 977,109.201803, 0.477013,144.687671,-0.583611,-35.485868, 1.060624,253.889473,144.687671
 978,109.679505, 0.478391,144.104789,-0.582153,-34.425284, 1.060544,253.784294,144.104789
 979,110.158585, 0.479770,143.523366,-0.580693,-33.364781, 1.060463,253.681951,143.523366
 980,110.639044, 0.481149,142.943402,-0.579234,-32.304358, 1.060383,253.582446,142.943402
 981,111.120883, 0.482529,142.364898,-0.577774,-31.244015, 1.060303,253.485781,142.364898
 982,111.604102, 0.483909,141.787853,-0.576314,-30.183751, 1.060224,253.391955,141.787853
 983,112.088702, 0.485290,141.212269,-0.574854,-29.123567, 1.060144,253.300970,141.212269
 984,112.574682, 0.486672,140.638145,-0.573394,-28.063463, 1.060065,253.212827,140.638145
 985,113.062045, 0.488054,140.065482,-0.571933,-27.003437, 1.059986,253.127527,140.065482
 986,113.550790, 0.489436,139.494280,-0.570472,-25.943490, 1.059908,253.045070,139.494280
 987,114.040918, 0.490819,138.924539,-0.569010,-24.883621, 1.059830,252.965456,138.924539
 988,114.532429, 0.492203,138.356259,-0.567549,-23.823831, 1.059752,252.888688,138.356259
 989,115.025324, 0.493587,137.789441,-0.566087,-22.764118, 1.059674,252.814765,137.789441
 990,115.519603, 0.494972,137.224085,-0.564625,-21.704482, 1.059597,252.743688,137.224085
 991,116.015267, 0.496357,136.660191,-0.563163,-20.644924, 1.059520,252.675458,136.660191
 992,116.512316, 0.497742,136.097759,-0.561701,-19.585443, 1.059443,252.610075,136.097759
 993,117.010751, 0.499128,135.536789,-0.560239,-18.526038, 1.059367,252.547540,135.536789
 994,117.510572, 0.500514,134.977282,-0.558776,-17.466710, 1.059290,252.487854,134.977282
 995,118.011780, 0.501901,134.419237,-0.557314,-16.407457, 1.059215,252.431017,134.419237
 996,118.514375, 0.503288,133.862655,-0.555851,-15.348280, 1.059139,252.377029,133.862655
 997,119.018356, 0.504676,133.307535,-0.554388,-14.289179, 1.059064,252.325891,133.307535
 998,119.523726, 0.506064,132.753878,-0.552926,-13.230152, 1.058989,252.277604,132.753878
 999,120.030484, 0.507452,132.201684,-0.551463,-12.171200, 1.058915,252.232168,132.201684
1000,120.538630, 0.508840,131.650953,-0.550000,-11.112323, 1.058840,252.189582,131.650953
1001,121.048165, 0.510229,131.101684,-0.548537,-10.053519, 1.058766,252.149848,131.101684
1002,121.559088, 0.511618,130.553878,-0.547074,-8.994790, 1.058693,252.112967,130.553878
1003,122.071402, 0.513008,130.007535,-0.545612,-7.936133, 1.058620,252.078937,130.007535
1004,122.585105, 0.514398,129.462655,-0.544149,-6.877550, 1.058547,252.047759,129.462655
1005,123.100197, 0.515788,128.919237,-0.542686,-5.819040, 1.058474,252.019434,128.919237
1006,123.616680, 0.517178,128.377282,-0.541224,-4.760601, 1.058402,251.993962,128.377282
1007,124.134554, 0.518569,127.836789,-0.539761,-3.702235, 1.058330,251.971343,127.836789
1008,124.653818, 0.519960,127.297759,-0.538299,-2.643941, 1.058259,251.951577,127.297759
1009,125.174473, 0.521351,126.760191,-0.536837,-1.585718, 1.058188,251.934664,126.760191
1010,125.696520, 0.522742,126.224085,-0.535375,-0.527565, 1.058117,251.920605,126.224085
1011,126.219957, 0.524133,125.689441,-0.533913, 0.530516, 1.058046,251.909399,126.219957
1012,126.744787, 0.525525,125.156259,-0.532451, 1.588527, 1.057976,251.901046,126.744787
1013,127.271008, 0.526917,124.624539,-0.530990, 2.646469, 1.057907,251.895546,127.271008
1014,127.798621, 0.528309,124.094280,-0.529528, 3.704341, 1.057837,251.892900,127.798621
1015,128.327625, 0.529701,123.565482,-0.528067, 4.762144, 1.057768,251.893107,128.327625
1016,128.858023, 0.531093,123.038145,-0.526606, 5.819877, 1.057700,251.896168,128.858023
1017,129.389812, 0.532486,122.512269,-0.525146, 6.877543, 1.057631,251.902081,129.389812
1018,129.922994, 0.533878,121.987853,-0.523686, 7.935141, 1.057564,251.910847,129.922994
1019,130.457568, 0.535271,121.464898,-0.522226, 8.992670, 1.057496,251.922466,130.457568
1020,130.993535, 0.536663,120.943402,-0.520766,10.050133, 1.057429,251.936937,130.993535
1021,131.530894, 0.538056,120.423366,-0.519307,11.107529, 1.057362,251.954260,131.530894
1022,132.069647, 0.539449,119.904789,-0.517847,12.164858, 1.057296,251.974435,132.069647
1023,132.609792, 0.540841,119.387671,-0.516389,13.222121, 1.057230,251.997462,132.609792
1024,133.151330, 0.542234,118.872011,-0.514930,14.279319, 1.057165,252.023341,133.151330
1025,133.694260, 0.543627,118.357810,-0.513473,15.336451, 1.057100,252.052070,133.694260
1026,134.238584, 0.545020,117.845066,-0.512015,16.393518, 1.057035,252.083649,134.238584
1027,134.784300, 0.546413,117.333779,-0.510558,17.450521, 1.056971,252.118079,134.784300
1028,135.331409, 0.547805,116.823950,-0.509101,18.507459, 1.056907,252.155359,135.331409
1029,135.879911, 0.549198,116.315577,-0.507645,19.564334, 1.056843,252.195487,135.879911
1030,136.429805, 0.550591,115.808659,-0.506189,20.621146, 1.056780,252.238465,136.429805
1031,136.981093, 0.551984,115.303198,-0.504734,21.677895, 1.056718,252.284290,136.981093
1032,137.533772, 0.553376,114.799191,-0.503279,22.734582, 1.056655,252.332963,137.533772
1033,138.087845, 0.554768,114.296639,-0.501825,23.791206, 1.056594,252.384483,138.087845
1034,138.643309, 0.556161,113.795540,-0.500371,24.847769, 1.056532,252.438850,138.643309
1035,139.200166, 0.557553,113.295896,-0.498918,25.904271, 1.056471,252.496062,139.200166
1036,139.758415, 0.558945,112.797704,-0.497466,26.960712, 1.056411,252.556119,139.758415
1037,140.318057, 0.560337,112.300964,-0.496014,28.017093, 1.056351,252.619020,140.318057
1038,140.879090, 0.561729,111.805676,-0.494562,29.073414, 1.056291,252.684766,140.879090
1039,141.441514, 0.563121,111.311839,-0.493112,30.129675, 1.056232,252.753353,141.441514
1040,142.005331, 0.564512,110.819453,-0.491661,31.185878, 1.056173,252.824783,142.005331
1041,142.570538, 0.565903,110.328516,-0.490212,32.242022, 1.056115,252.899054,142.570538
1042,143.137137, 0.567294,109.839029,-0.488763,33.298108, 1.056057,252.976166,143.137137
1043,143.705127, 0.568685,109.350990,-0.487315,34.354137, 1.056000,253.056117,143.705127
1044,144.274507, 0.570076,108.864399,-0.485867,35.410109, 1.055943,253.138906,144.274507
1045,144.845278, 0.571466,108.379255,-0.484421,36.466023, 1.055887,253.224533,144.845278
1046,145.417440, 0.572856,107.895558,-0.482974,37.521882, 1.055831,253.312997,145.417440
1047,145.990991, 0.574246,107.413306,-0.481529,38.577685, 1.055775,253.404297,145.990991
1048,146.565932, 0.575636,106.932499,-0.480085,39.633433, 1.055720,253.498431,146.565932
1049,147.142262, 0.577025,106.453136,-0.478641,40.689126, 1.055666,253.595398,147.142262
1050,147.719981, 0.578414,105.975217,-0.477198,41.744764, 1.055612,253.695198,147.719981
1051,148.299089, 0.579802,105.498740,-0.475756,42.800349, 1.055558,253.797830,148.299089
1052,148.879586, 0.581191,105.023706,-0.474314,43.855880, 1.055505,253.903292,148.879586
1053,149.461471, 0.582579,104.550112,-0.472874,44.911359, 1.055452,254.011583,149.461471
1054,150.044743, 0.583966,104.077958,-0.471434,45.966785, 1.055400,254.122702,150.044743
1055,150.629403, 0.585354,103.607244,-0.469995,47.022160, 1.055349,254.236647,150.629403
1056,151.215450, 0.586740,103.137968,-0.468557,48.077483, 1.055297,254.353418,151.215450
1057,151.802884, 0.588127,102.670129,-0.467120,49.132755, 1.055247,254.473013,151.802884
1058,152.391704, 0.589513,102.203727,-0.465684,50.187976, 1.055197,254.595431,152.391704
1059,152.981910, 0.590899,101.738761,-0.464249,51.243148, 1.055147,254.720671,152.981910
1060,153.573501, 0.592284,101.275230,-0.462814,52.298271, 1.055098,254.848731,153.573501
1061,154.166477, 0.593668,100.813132,-0.461381,53.353345, 1.055049,254.979609,154.166477
1062,154.760838, 0.595053,100.352468,-0.459949,54.408370, 1.055001,255.113305,154.760838
1063,155.356582, 0.596437,99.893235,-0.458517,55.463348, 1.054954,255.249817,155.356582
1064,155.953711, 0.597820,99.435433,-0.457087,56.518278, 1.054907,255.389144,155.953711
1065,156.552222, 0.599203,98.979061,-0.455657,57.573161, 1.054860,255.531283,156.552222
1066,157.152116, 0.600585,98.524117,-0.454229,58.627999, 1.054814,255.676234,157.152116
1067,157.753393, 0.601967,98.070602,-0.452802,59.682790, 1.054769,255.823995,157.753393
1068,158.356050, 0.603348,97.618513,-0.451376,60.737537, 1.054724,255.974564,158.356050
1069,158.960089, 0.604729,97.167850,-0.449950,61.792239, 1.054680,256.127940,158.960089
1070,159.565509, 0.606109,96.718612,-0.448526,62.846896, 1.054636,256.284121,159.565509
1071,160.172308, 0.607489,96.270797,-0.447103,63.901511, 1.054593,256.443105,160.172308
1072,160.780487, 0.608868,95.824405,-0.445682,64.956082, 1.054550,256.604892,160.780487
1073,161.390044, 0.610247,95.379434,-0.444261,66.010611, 1.054508,256.769478,161.390044
1074,162.000980, 0.611625,94.935883,-0.442841,67.065098, 1.054466,256.936863,162.000980
1075,162.613294, 0.613002,94.493750,-0.441423,68.119543, 1.054425,257.107044,162.613294
1076,163.226984, 0.614379,94.053036,-0.440006,69.173948, 1.054385,257.280020,163.226984
1077,163.842051, 0.615755,93.613738,-0.438590,70.228313, 1.054345,257.455789,163.842051
1078,164.458493, 0.617130,93.175856,-0.437175,71.282638, 1.054305,257.634349,164.458493
1079,165.076311, 0.618505,92.739388,-0.435762,72.336923, 1.054267,257.815699,165.076311
1080,165.695503, 0.619879,92.304332,-0.434349,73.391171, 1.054228,257.999836,165.695503
1081,166.316069, 0.621253,91.870689,-0.432938,74.445380, 1.054191,258.186758,166.316069
1082,166.938008, 0.622625,91.438456,-0.431528,75.499552, 1.054154,258.376464,166.938008
1083,167.561320, 0.623997,91.007632,-0.430120,76.553688, 1.054117,258.568951,167.561320
1084,168.186003, 0.625369,90.578216,-0.428713,77.607787, 1.054081,258.764218,168.186003
1085,168.812057, 0.626739,90.150206,-0.427307,78.661851, 1.054046,258.962263,168.812057
1086,169.439481, 0.628109,89.723602,-0.425902,79.715879, 1.054011,259.163083,169.439481
1087,170.068275, 0.629478,89.298401,-0.424499,80.769873, 1.053977,259.366676,170.068275
1088,170.698437, 0.630847,88.874603,-0.423097,81.823834, 1.053944,259.573041,170.698437
1089,171.329968, 0.632214,88.452207,-0.421697,82.877761, 1.053911,259.782175,171.329968
1090,171.962866, 0.633581,88.031210,-0.420297,83.931656, 1.053879,259.994076,171.962866
1091,172.597130, 0.634947,87.611611,-0.418900,84.985518, 1.053847,260.208741,172.597130
1092,173.232760, 0.636312,87.193410,-0.417503,86.039350, 1.053816,260.426170,173.232760
1093,173.869754, 0.637677,86.776604,-0.416109,87.093150, 1.053785,260.646359,173.869754
1094,174.508113, 0.639040,86.361192,-0.414715,88.146921, 1.053756,260.869306,174.508113
1095,175.147835, 0.640403,85.947173,-0.413323,89.200662, 1.053726,261.095009,175.147835
1096,175.788919, 0.641765,85.534546,-0.411933,90.254374, 1.053698,261.323465,175.788919
1097,176.431365, 0.643126,85.123308,-0.410544,91.308057, 1.053670,261.554673,176.431365
1098,177.075172, 0.644486,84.713458,-0.409156,92.361713, 1.053642,261.788630,177.075172
1099,177.720338, 0.645846,84.304995,-0.407770,93.415342, 1.053616,262.025333,177.720338
1100,178.366863, 0.647204,83.897918,-0.406385,94.468945, 1.053590,262.264781,178.366863
1101,179.014746, 0.648562,83.492224,-0.405003,95.522522, 1.053564,262.506970,179.014746
1102,179.663986, 0.649919,83.087912,-0.403621,96.576074, 1.053540,262.751899,179.663986
1103,180.314583, 0.651274,82.684981,-0.402241,97.629602, 1.053516,262.999564,180.314583
1104,180.966535, 0.652629,82.283429,-0.400863,98.683105, 1.053492,263.249964,180.966535
1105,181.619841, 0.653983,81.883255,-0.399486,99.736586, 1.053469,263.503095,181.619841
1106,182.274500, 0.655336,81.484456,-0.398111,100.790044, 1.053447,263.758956,182.274500
1107,182.930512, 0.656688,81.087032,-0.396738,101.843480, 1.053426,264.017544,182.930512
1108,183.587876, 0.658039,80.690980,-0.395366,102.896896, 1.053405,264.278856,183.587876
1109,184.246590, 0.659389,80.296299,-0.393996,103.950290, 1.053385,264.542889,184.246590
1110,184.906653, 0.660738,79.902988,-0.392627,105.003665, 1.053365,264.809641,184.906653
1111,185.568065, 0.662086,79.511044,-0.391260,106.057021, 1.053346,265.079110,185.568065
1112,186.230825, 0.663433,79.120467,-0.389895,107.110358, 1.053328,265.351292,186.230825
1113,186.894931, 0.664779,78.731253,-0.388532,108.163678, 1.053311,265.626184,186.894931
1114,187.560383, 0.666124,78.343403,-0.387170,109.216980, 1.053294,265.903785,187.560383
1115,188.227179, 0.667468,77.956913,-0.385810,110.270266, 1.053278,266.184092,188.227179
1116,188.895319, 0.668811,77.571782,-0.384452,111.323536, 1.053263,266.467101,188.895319
1117,189.564801, 0.670153,77.188009,-0.383095,112.376792, 1.053248,266.752810,189.564801
1118,190.235624, 0.671494,76.805591,-0.381740,113.430032, 1.053234,267.041215,190.235624
1119,190.907787, 0.672833,76.424528,-0.380387,114.483260, 1.053221,267.332315,190.907787
1120,191.581290, 0.674172,76.044816,-0.379036,115.536474, 1.053208,267.626106,191.581290
1121,192.256131, 0.675510,75.666455,-0.377687,116.589676, 1.053196,267.922586,192.256131
1122,192.932309, 0.676846,75.289442,-0.376339,117.642867, 1.053185,268.221751,192.932309
1123,193.609823, 0.678181,74.913776,-0.374993,118.696046, 1.053175,268.523599,193.609823
1124,194.288671, 0.679515,74.539455,-0.373649,119.749216, 1.053165,268.828126,194.288671
1125,194.968853, 0.680849,74.166477,-0.372307,120.802376, 1.053156,269.135330,194.968853
1126,195.650368, 0.682180,73.794840,-0.370967,121.855528, 1.053147,269.445208,195.650368
1127,196.333214, 0.683511,73.424542,-0.369629,122.908671, 1.053140,269.757756,196.333214
1128,197.017390, 0.684841,73.055582,-0.368292,123.961808, 1.053133,270.072972,197.017390
1129,197.702895, 0.686169,72.687957,-0.366958,125.014938, 1.053127,270.390852,197.702895
1130,198.389728, 0.687497,72.321666,-0.365625,126.068062, 1.053122,270.711394,198.389728
1131,199.077888, 0.688823,71.956707,-0.364294,127.121181, 1.053117,271.034595,199.077888
1132,199.767373, 0.690148,71.593077,-0.362965,128.174296, 1.053113,271.360450,199.767373
1133,200.458183, 0.691471,71.230775,-0.361639,129.227407, 1.053110,271.688958,200.458183
1134,201.150315, 0.692794,70.869799,-0.360314,130.280516, 1.053107,272.020115,201.150315
1135,201.843770, 0.694115,70.510147,-0.358991,131.333622, 1.053106,272.353917,201.843770
1136,202.538545, 0.695435,70.151817,-0.357670,132.386728, 1.053105,272.690362,202.538545
1137,203.234639, 0.696754,69.794807,-0.356351,133.439832, 1.053105,273.029447,203.234639
1138,203.932052, 0.698071,69.439115,-0.355034,134.492937, 1.053105,273.371167,203.932052
1139,204.630782, 0.699388,69.084739,-0.353719,135.546043, 1.053107,273.715520,204.630782
1140,205.330827, 0.700703,68.731676,-0.352406,136.599151, 1.053109,274.062503,205.330827
1141,206.032187, 0.702017,68.379926,-0.351095,137.652261, 1.053112,274.412113,206.032187
1142,206.734860, 0.703329,68.029485,-0.349786,138.705375, 1.053115,274.764345,206.734860
1143,207.438844, 0.704640,67.680352,-0.348480,139.758492, 1.053120,275.119196,207.438844
1144,208.144140, 0.705950,67.332525,-0.347175,140.811615, 1.053125,275.476665,208.144140
1145,208.850744, 0.707259,66.986001,-0.345872,141.864743, 1.053131,275.836745,208.850744
1146,209.558657, 0.708566,66.640779,-0.344572,142.917877, 1.053138,276.199436,209.558657
1147,210.267876, 0.709872,66.296857,-0.343274,143.971019, 1.053146,276.564732,210.267876
1148,210.978400, 0.711177,65.954231,-0.341977,145.024169, 1.053154,276.932631,210.978400
1149,211.690228, 0.712480,65.612901,-0.340683,146.077327, 1.053163,277.303129,211.690228
1150,212.403359, 0.713782,65.272864,-0.339391,147.130495, 1.053173,277.676223,212.403359
1151,213.117792, 0.715082,64.934118,-0.338101,148.183674, 1.053184,278.051909,213.117792
1152,213.833524, 0.716382,64.596660,-0.336814,149.236864, 1.053196,278.430184,213.833524
1153,214.550555, 0.717680,64.260489,-0.335528,150.290065, 1.053208,278.811044,214.550555
1154,215.268883, 0.718976,63.925603,-0.334245,151.343280, 1.053221,279.194486,215.268883
1155,215.988507, 0.720271,63.591999,-0.332964,152.396508, 1.053235,279.580505,215.988507
1156,216.709425, 0.721565,63.259674,-0.331685,153.449751, 1.053250,279.969099,216.709425
1157,217.431636, 0.722857,62.928628,-0.330408,154.503008, 1.053266,280.360264,217.431636
1158,218.155139, 0.724148,62.598857,-0.329134,155.556282, 1.053282,280.753997,218.155139
1159,218.879933, 0.725438,62.270360,-0.327862,156.609573, 1.053300,281.150292,218.879933
1160,219.606015, 0.726726,61.943133,-0.326592,157.662881, 1.053318,281.549148,219.606015
1161,220.333384, 0.728013,61.617176,-0.325324,158.716209, 1.053337,281.950560,220.333384
1162,221.062040, 0.729298,61.292485,-0.324058,159.769555, 1.053356,282.354525,221.062040
1163,221.791980, 0.730582,60.969058,-0.322795,160.822922, 1.053377,282.761038,221.791980
1164,222.523203, 0.731864,60.646894,-0.321534,161.876310, 1.053399,283.170097,222.523203
1165,223.255708, 0.733145,60.325989,-0.320276,162.929719, 1.053421,283.581697,223.255708
1166,223.989493, 0.734425,60.006342,-0.319019,163.983152, 1.053444,283.995835,223.989493
1167,224.724557, 0.735703,59.687950,-0.317765,165.036608, 1.053468,284.412507,224.724557
1168,225.460899, 0.736979,59.370810,-0.316514,166.090088, 1.053493,284.831709,225.460899
1169,226.198516, 0.738254,59.054921,-0.315264,167.143594, 1.053519,285.253437,226.198516
1170,226.937407, 0.739528,58.740281,-0.314017,168.197126, 1.053545,285.677688,226.937407
1171,227.677571, 0.740800,58.426886,-0.312773,169.250686, 1.053573,286.104457,227.677571
1172,228.419007, 0.742071,58.114734,-0.311530,170.304273, 1.053601,286.533741,228.419007
1173,229.161713, 0.743340,57.803824,-0.310291,171.357888, 1.053631,286.965537,229.161713
1174,229.905686, 0.744608,57.494153,-0.309053,172.411534, 1.053661,287.399839,229.905686
1175,230.650927, 0.745874,57.185717,-0.307818,173.465210, 1.053692,287.836644,230.650927
1176,231.397433, 0.747138,56.878516,-0.306585,174.518917, 1.053723,288.275949,231.397433
1177,232.145203, 0.748401,56.572546,-0.305355,175.572657, 1.053756,288.717749,232.145203
1178,232.894235, 0.749663,56.267805,-0.304127,176.626430, 1.053790,289.162041,232.894235
1179,233.644528, 0.750923,55.964291,-0.302901,177.680237, 1.053824,289.608820,233.644528
1180,234.396080, 0.752181,55.662002,-0.301678,178.734079, 1.053860,290.058082,234.396080
1181,235.148890, 0.753438,55.360934,-0.300458,179.787957, 1.053896,290.509824,235.148890
1182,235.902956, 0.754694,55.061085,-0.299240,180.841871, 1.053933,290.964041,235.902956
1183,236.658277, 0.755947,54.762454,-0.298024,181.895823, 1.053971,291.420730,236.658277
1184,237.414850, 0.757200,54.465036,-0.296811,182.949814, 1.054010,291.879887,237.414850
1185,238.172675, 0.758450,54.168831,-0.295600,184.003844, 1.054050,292.341506,238.172675
1186,238.931750, 0.759699,53.873835,-0.294392,185.057915, 1.054091,292.805586,238.931750
1187,239.692073, 0.760947,53.580047,-0.293186,186.112026, 1.054133,293.272120,239.692073
1188,240.453643, 0.762193,53.287463,-0.291983,187.166180, 1.054175,293.741106,240.453643
1189,241.216458, 0.763437,52.996080,-0.290782,188.220377, 1.054219,294.212538,241.216458
1190,241.980516, 0.764680,52.705898,-0.289584,189.274619, 1.054263,294.686414,241.980516
1191,242.745817, 0.765921,52.416912,-0.288388,190.328905, 1.054309,295.162729,242.745817
1192,243.512357, 0.767160,52.129121,-0.287195,191.383237, 1.054355,295.641478,243.512357
1193,244.280137, 0.768398,51.842521,-0.286004,192.437615, 1.054402,296.122658,244.280137
1194,245.049153, 0.769634,51.557111,-0.284816,193.492042, 1.054451,296.606264,245.049153
1195,245.819405, 0.770869,51.272888,-0.283631,194.546517, 1.054500,297.092293,245.819405
1196,246.590891, 0.772102,50.989849,-0.282448,195.601042, 1.054550,297.580740,246.590891
1197,247.363609, 0.773334,50.707992,-0.281267,196.655617, 1.054601,298.071600,247.363609
