q,h,dh,l,dl,f,df,my,s,m
9826,43885.404683, 9.370569, 0.000000,-0.000000,43885.404683, 9.370569,8821.750430,43885.404683,43885.404683
9827,43894.775753, 9.371569, 0.000000,-0.000000,43894.775753, 9.371569,8822.750001,43894.775753,43894.775753
9828,43904.147822, 9.372569, 0.000000,-0.000000,43904.147822, 9.372569,8823.749572,43904.147822,43904.147822
9829,43913.520891, 9.373569, 0.000000,-0.000000,43913.520891, 9.373569,8824.749143,43913.520891,43913.520891
9830,43922.894960, 9.374569, 0.000000,-0.000000,43922.894960, 9.374569,8825.748714,43922.894960,43922.894960
9831,43932.270029, 9.375569, 0.000000,-0.000000,43932.270029, 9.375569,8826.748284,43932.270029,43932.270029
9832,43941.646098, 9.376569, 0.000000,-0.000000,43941.646098, 9.376569,8827.747855,43941.646098,43941.646098
9833,43951.023168, 9.377569, 0.000000,-0.000000,43951.023168, 9.377569,8828.747426,43951.023168,43951.023168
9834,43960.401237, 9.378569, 0.000000,-0.000000,43960.401237, 9.378569,8829.746997,43960.401237,43960.401237
9835,43969.780306, 9.379569, 0.000000,-0.000000,43969.780306, 9.379569,8830.746568,43969.780306,43969.780306
9836,43979.160375, 9.380569, 0.000000,-0.000000,43979.160375, 9.380569,8831.746139,43979.160375,43979.160375
9837,43988.541444, 9.381569, 0.000000,-0.000000,43988.541444, 9.381569,8832.745710,43988.541444,43988.541444
9838,43997.923514, 9.382569, 0.000000,-0.000000,43997.923514, 9.382569,8833.745281,43997.923514,43997.923514
9839,44007.306583, 9.383569, 0.000000,-0.000000,44007.306583, 9.383569,8834.744852,44007.306583,44007.306583
9840,44016.690652, 9.384569, 0.000000,-0.000000,44016.690652, 9.384569,8835.744423,44016.690652,44016.690652
9841,44026.075721, 9.385569, 0.000000,-0.000000,44026.075721, 9.385569,8836.743994,44026.075721,44026.075721
9842,44035.461791, 9.386569, 0.000000,-0.000000,44035.461791, 9.386569,8837.743565,44035.461791,44035.461791
9843,44044.848860, 9.387569, 0.000000,-0.000000,44044.848860, 9.387569,8838.743136,44044.848860,44044.848860
9844,44054.236929, 9.388569, 0.000000,-0.000000,44054.236929, 9.388569,8839.742707,44054.236929,44054.236929
9845,44063.625998, 9.389569, 0.000000,-0.000000,44063.625998, 9.389569,8840.742278,44063.625998,44063.625998
9846,44073.016067, 9.390569, 0.000000,-0.000000,44073.016067, 9.390569,8841.741849,44073.016067,44073.016067
9847,44082.407137, 9.391569, 0.000000,-0.000000,44082.407137, 9.391569,8842.741420,44082.407137,44082.407137
9848,44091.799206, 9.392569, 0.000000,-0.000000,44091.799206, 9.392569,8843.740990,44091.799206,44091.799206
9849,44101.192275, 9.393569, 0.000000,-0.000000,44101.192275, 9.393569,8844.740561,44101.192275,44101.192275
9850,44110.586344, 9.394569, 0.000000,-0.000000,44110.586344, 9.394569,8845.740132,44110.586344,44110.586344
9851,44119.981414, 9.395569, 0.000000,-0.000000,44119.981414, 9.395569,8846.739703,44119.981414,44119.981414
9852,44129.377483, 9.396569, 0.000000,-0.000000,44129.377483, 9.396569,8847.739274,44129.377483,44129.377483
9853,44138.774552, 9.397569, 0.000000,-0.000000,44138.774552, 9.397569,8848.738845,44138.774552,44138.774552
9854,44148.172621, 9.398569, 0.000000,-0.000000,44148.172621, 9.398569,8849.738416,44148.172621,44148.172621
9855,44157.571691, 9.399569, 0.000000,-0.000000,44157.571691, 9.399569,8850.737987,44157.571691,44157.571691
9856,44166.971760, 9.400569, 0.000000,-0.000000,44166.971760, 9.400569,8851.737558,44166.971760,44166.971760
9857,44176.372829, 9.401569, 0.000000,-0.000000,44176.372829, 9.401569,8852.737129,44176.372829,44176.372829
9858,44185.774898, 9.402569, 0.000000,-0.000000,44185.774898, 9.402569,8853.736700,44185.774898,44185.774898
9859,44195.177967, 9.403569, 0.000000,-0.000000,44195.177967, 9.403569,8854.736271,44195.177967,44195.177967
9860,44204.582037, 9.404569, 0.000000,-0.000000,44204.582037, 9.404569,8855.735842,44204.582037,44204.582037
9861,44213.987106, 9.405569, 0.000000,-0.000000,44213.987106, 9.405569,8856.735413,44213.987106,44213.987106
9862,44223.393175, 9.406569, 0.000000,-0.000000,44223.393175, 9.406569,8857.734984,44223.393175,44223.393175
9863,44232.800245, 9.407569, 0.000000,-0.000000,44232.800245, 9.407569,8858.734555,44232.800245,44232.800245
9864,44242.208314, 9.408569, 0.000000,-0.000000,44242.208314, 9.408569,8859.734126,44242.208314,44242.208314
9865,44251.617383, 9.409569, 0.000000,-0.000000,44251.617383, 9.409569,8860.733696,44251.617383,44251.617383
9866,44261.027452, 9.410569, 0.000000,-0.000000,44261.027452, 9.410569,8861.733267,44261.027452,44261.027452
9867,44270.438522, 9.411569, 0.000000,-0.000000,44270.438522, 9.411569,8862.732838,44270.438522,44270.438522
9868,44279.850591, 9.412569, 0.000000,-0.000000,44279.850591, 9.412569,8863.732409,44279.850591,44279.850591
9869,44289.263660, 9.413569, 0.000000,-0.000000,44289.263660, 9.413569,8864.731980,44289.263660,44289.263660
9870,44298.677729, 9.414569, 0.000000,-0.000000,44298.677729, 9.414569,8865.731551,44298.677729,44298.677729
9871,44308.092799, 9.415569, 0.000000,-0.000000,44308.092799, 9.415569,8866.731122,44308.092799,44308.092799
9872,44317.508868, 9.416569, 0.000000,-0.000000,44317.508868, 9.416569,8867.730693,44317.508868,44317.508868
9873,44326.925937, 9.417569, 0.000000,-0.000000,44326.925937, 9.417569,8868.730264,44326.925937,44326.925937
9874,44336.344006, 9.418569, 0.000000,-0.000000,44336.344006, 9.418569,8869.729835,44336.344006,44336.344006
9875,44345.763076, 9.419569, 0.000000,-0.000000,44345.763076, 9.419569,8870.729406,44345.763076,44345.763076
9876,44355.183145, 9.420569, 0.000000,-0.000000,44355.183145, 9.420569,8871.728977,44355.183145,44355.183145
9877,44364.604214, 9.421569, 0.000000,-0.000000,44364.604214, 9.421569,8872.728548,44364.604214,44364.604214
9878,44374.026284, 9.422569, 0.000000,-0.000000,44374.026284, 9.422569,8873.728119,44374.026284,44374.026284
9879,44383.449353, 9.423569, 0.000000,-0.000000,44383.449353, 9.423569,8874.727690,44383.449353,44383.449353
9880,44392.873422, 9.424569, 0.000000,-0.000000,44392.873422, 9.424569,8875.727261,44392.873422,44392.873422
9881,44402.298492, 9.425569, 0.000000,-0.000000,44402.298492, 9.425569,8876.726831,44402.298492,44402.298492
9882,44411.724561, 9.426569, 0.000000,-0.000000,44411.724561, 9.426569,8877.726402,44411.724561,44411.724561
9883,44421.151630, 9.427569, 0.000000,-0.000000,44421.151630, 9.427569,8878.725973,44421.151630,44421.151630
9884,44430.579699, 9.428569, 0.000000,-0.000000,44430.579699, 9.428569,8879.725544,44430.579699,44430.579699
9885,44440.008769, 9.429569, 0.000000,-0.000000,44440.008769, 9.429569,8880.725115,44440.008769,44440.008769
9886,44449.438838, 9.430569, 0.000000,-0.000000,44449.438838, 9.430569,8881.724686,44449.438838,44449.438838
9887,44458.869907, 9.431569, 0.000000,-0.000000,44458.869907, 9.431569,8882.724257,44458.869907,44458.869907
9888,44468.301977, 9.432569, 0.000000,-0.000000,44468.301977, 9.432569,8883.723828,44468.301977,44468.301977
9889,44477.735046, 9.433569, 0.000000,-0.000000,44477.735046, 9.433569,8884.723399,44477.735046,44477.735046
9890,44487.169115, 9.434569, 0.000000,-0.000000,44487.169115, 9.434569,8885.722970,44487.169115,44487.169115
9891,44496.604185, 9.435569, 0.000000,-0.000000,44496.604185, 9.435569,8886.722541,44496.604185,44496.604185
9892,44506.040254, 9.436569, 0.000000,-0.000000,44506.040254, 9.436569,8887.722112,44506.040254,44506.040254
9893,44515.477323, 9.437569, 0.000000,-0.000000,44515.477323, 9.437569,8888.721683,44515.477323,44515.477323
9894,44524.915393, 9.438569, 0.000000,-0.000000,44524.915393, 9.438569,8889.721254,44524.915393,44524.915393
9895,44534.354462, 9.439569, 0.000000,-0.000000,44534.354462, 9.439569,8890.720825,44534.354462,44534.354462
9896,44543.794531, 9.440569, 0.000000,-0.000000,44543.794531, 9.440569,8891.720396,44543.794531,44543.794531
9897,44553.235601, 9.441569, 0.000000,-0.000000,44553.235601, 9.441569,8892.719967,44553.235601,44553.235601
9898,44562.677670, 9.442569, 0.000000,-0.000000,44562.677670, 9.442569,8893.719537,44562.677670,44562.677670
9899,44572.120739, 9.443569, 0.000000,-0.000000,44572.120739, 9.443569,8894.719108,44572.120739,44572.120739
9900,44581.564809, 9.444569, 0.000000,-0.000000,44581.564809, 9.444569,8895.718679,44581.564809,44581.564809
9901,44591.009878, 9.445569, 0.000000,-0.000000,44591.009878, 9.445569,8896.718250,44591.009878,44591.009878
9902,44600.455947, 9.446569, 0.000000,-0.000000,44600.455947, 9.446569,8897.717821,44600.455947,44600.455947
9903,44609.903017, 9.447569, 0.000000,-0.000000,44609.903017, 9.447569,8898.717392,44609.903017,44609.903017
9904,44619.351086, 9.448569, 0.000000,-0.000000,44619.351086, 9.448569,8899.716963,44619.351086,44619.351086
9905,44628.800155, 9.449569, 0.000000,-0.000000,44628.800155, 9.449569,8900.716534,44628.800155,44628.800155
9906,44638.250225, 9.450569, 0.000000,-0.000000,44638.250225, 9.450569,8901.716105,44638.250225,44638.250225
9907,44647.701294, 9.451569, 0.000000,-0.000000,44647.701294, 9.451569,8902.715676,44647.701294,44647.701294
9908,44657.153363, 9.452569, 0.000000,-0.000000,44657.153363, 9.452569,8903.715247,44657.153363,44657.153363
9909,44666.606433, 9.453569, 0.000000,-0.000000,44666.606433, 9.453569,8904.714818,44666.606433,44666.606433
9910,44676.060502, 9.454569, 0.000000,-0.000000,44676.060502, 9.454569,8905.714389,44676.060502,44676.060502
9911,44685.515572, 9.455569, 0.000000,-0.000000,44685.515572, 9.455569,8906.713960,44685.515572,44685.515572
9912,44694.971641, 9.456569, 0.000000,-0.000000,44694.971641, 9.456569,8907.713531,44694.971641,44694.971641
9913,44704.428710, 9.457569, 0.000000,-0.000000,44704.428710, 9.457569,8908.713102,44704.428710,44704.428710
9914,44713.886780, 9.458569, 0.000000,-0.000000,44713.886780, 9.458569,8909.712672,44713.886780,44713.886780
9915,44723.345849, 9.459569, 0.000000,-0.000000,44723.345849, 9.459569,8910.712243,44723.345849,44723.345849
9916,44732.805918, 9.460569, 0.000000,-0.000000,44732.805918, 9.460569,8911.711814,44732.805918,44732.805918
9917,44742.266988, 9.461569, 0.000000,-0.000000,44742.266988, 9.461569,8912.711385,44742.266988,44742.266988
9918,44751.729057, 9.462569, 0.000000,-0.000000,44751.729057, 9.462569,8913.710956,44751.729057,44751.729057
9919,44761.192127, 9.463569, 0.000000,-0.000000,44761.192127, 9.463569,8914.710527,44761.192127,44761.192127
9920,44770.656196, 9.464569, 0.000000,-0.000000,44770.656196, 9.464569,8915.710098,44770.656196,44770.656196
9921,44780.121265, 9.465569, 0.000000,-0.000000,44780.121265, 9.465569,8916.709669,44780.121265,44780.121265
9922,44789.587335, 9.466569, 0.000000,-0.000000,44789.587335, 9.466569,8917.709240,44789.587335,44789.587335
9923,44799.054404, 9.467569, 0.000000,-0.000000,44799.054404, 9.467569,8918.708811,44799.054404,44799.054404
9924,44808.522474, 9.468569, 0.000000,-0.000000,44808.522474, 9.468569,8919.708382,44808.522474,44808.522474
9925,44817.991543, 9.469569, 0.000000,-0.000000,44817.991543, 9.469569,8920.707953,44817.991543,44817.991543
9926,44827.461612, 9.470569, 0.000000,-0.000000,44827.461612, 9.470569,8921.707524,44827.461612,44827.461612
9927,44836.932682, 9.471569, 0.000000,-0.000000,44836.932682, 9.471569,8922.707095,44836.932682,44836.932682
9928,44846.404751, 9.472569, 0.000000,-0.000000,44846.404751, 9.472569,8923.706666,44846.404751,44846.404751
9929,44855.877821, 9.473569, 0.000000,-0.000000,44855.877821, 9.473569,8924.706237,44855.877821,44855.877821
9930,44865.351890, 9.474569, 0.000000,-0.000000,44865.351890, 9.474569,8925.705808,44865.351890,44865.351890
9931,44874.826960, 9.475569, 0.000000,-0.000000,44874.826960, 9.475569,8926.705378,44874.826960,44874.826960
9932,44884.303029, 9.476569, 0.000000,-0.000000,44884.303029, 9.476569,8927.704949,44884.303029,44884.303029
9933,44893.780098, 9.477569, 0.000000,-0.000000,44893.780098, 9.477569,8928.704520,44893.780098,44893.780098
9934,44903.258168, 9.478569, 0.000000,-0.000000,44903.258168, 9.478569,8929.704091,44903.258168,44903.258168
9935,44912.737237, 9.479569, 0.000000,-0.000000,44912.737237, 9.479569,8930.703662,44912.737237,44912.737237
9936,44922.217307, 9.480569, 0.000000,-0.000000,44922.217307, 9.480569,8931.703233,44922.217307,44922.217307
9937,44931.698376, 9.481569, 0.000000,-0.000000,44931.698376, 9.481569,8932.702804,44931.698376,44931.698376
9938,44941.180446, 9.482569, 0.000000,-0.000000,44941.180446, 9.482569,8933.702375,44941.180446,44941.180446
9939,44950.663515, 9.483569, 0.000000,-0.000000,44950.663515, 9.483569,8934.701946,44950.663515,44950.663515
9940,44960.147584, 9.484569, 0.000000,-0.000000,44960.147584, 9.484569,8935.701517,44960.147584,44960.147584
9941,44969.632654, 9.485569, 0.000000,-0.000000,44969.632654, 9.485569,8936.701088,44969.632654,44969.632654
9942,44979.118723, 9.486569, 0.000000,-0.000000,44979.118723, 9.486569,8937.700659,44979.118723,44979.118723
9943,44988.605793, 9.487569, 0.000000,-0.000000,44988.605793, 9.487569,8938.700230,44988.605793,44988.605793
9944,44998.093862, 9.488569, 0.000000,-0.000000,44998.093862, 9.488569,8939.699801,44998.093862,44998.093862
9945,45007.582932, 9.489569, 0.000000,-0.000000,45007.582932, 9.489569,8940.699372,45007.582932,45007.582932
9946,45017.073001, 9.490569, 0.000000,-0.000000,45017.073001, 9.490569,8941.698943,45017.073001,45017.073001
9947,45026.564071, 9.491569, 0.000000,-0.000000,45026.564071, 9.491569,8942.698514,45026.564071,45026.564071
9948,45036.056140, 9.492569, 0.000000,-0.000000,45036.056140, 9.492569,8943.698084,45036.056140,45036.056140
9949,45045.549210, 9.493569, 0.000000,-0.000000,45045.549210, 9.493569,8944.697655,45045.549210,45045.549210
9950,45055.043279, 9.494569, 0.000000,-0.000000,45055.043279, 9.494569,8945.697226,45055.043279,45055.043279
9951,45064.538348, 9.495569, 0.000000,-0.000000,45064.538348, 9.495569,8946.696797,45064.538348,45064.538348
9952,45074.034418, 9.496569, 0.000000,-0.000000,45074.034418, 9.496569,8947.696368,45074.034418,45074.034418
9953,45083.531487, 9.497569, 0.000000,-0.000000,45083.531487, 9.497569,8948.695939,45083.531487,45083.531487
9954,45093.029557, 9.498569, 0.000000,-0.000000,45093.029557, 9.498569,8949.695510,45093.029557,45093.029557
9955,45102.528626, 9.499569, 0.000000,-0.000000,45102.528626, 9.499569,8950.695081,45102.528626,45102.528626
9956,45112.028696, 9.500569, 0.000000,-0.000000,45112.028696, 9.500569,8951.694652,45112.028696,45112.028696
9957,45121.529765, 9.501569, 0.000000,-0.000000,45121.529765, 9.501569,8952.694223,45121.529765,45121.529765
9958,45131.031835, 9.502569, 0.000000,-0.000000,45131.031835, 9.502569,8953.693794,45131.031835,45131.031835
9959,45140.534904, 9.503569, 0.000000,-0.000000,45140.534904, 9.503569,8954.693365,45140.534904,45140.534904
9960,45150.038974, 9.504569, 0.000000,-0.000000,45150.038974, 9.504569,8955.692936,45150.038974,45150.038974
9961,45159.544043, 9.505570, 0.000000,-0.000000,45159.544043, 9.505570,8956.692507,45159.544043,45159.544043
9962,45169.050113, 9.506570, 0.000000,-0.000000,45169.050113, 9.506570,8957.692078,45169.050113,45169.050113
9963,45178.557182, 9.507570, 0.000000,-0.000000,45178.557182, 9.507570,8958.691649,45178.557182,45178.557182
9964,45188.065252, 9.508570, 0.000000,-0.000000,45188.065252, 9.508570,8959.691219,45188.065252,45188.065252
9965,45197.574321, 9.509570, 0.000000,-0.000000,45197.574321, 9.509570,8960.690790,45197.574321,45197.574321
9966,45207.084391, 9.510570, 0.000000,-0.000000,45207.084391, 9.510570,8961.690361,45207.084391,45207.084391
9967,45216.595460, 9.511570, 0.000000,-0.000000,45216.595460, 9.511570,8962.689932,45216.595460,45216.595460
9968,45226.107530, 9.512570, 0.000000,-0.000000,45226.107530, 9.512570,8963.689503,45226.107530,45226.107530
9969,45235.620599, 9.513570, 0.000000,-0.000000,45235.620599, 9.513570,8964.689074,45235.620599,45235.620599
9970,45245.134669, 9.514570, 0.000000,-0.000000,45245.134669, 9.514570,8965.688645,45245.134669,45245.134669
9971,45254.649738, 9.515570, 0.000000,-0.000000,45254.649738, 9.515570,8966.688216,45254.649738,45254.649738
9972,45264.165808, 9.516570, 0.000000,-0.000000,45264.165808, 9.516570,8967.687787,45264.165808,45264.165808
9973,45273.682878, 9.517570, 0.000000,-0.000000,45273.682878, 9.517570,8968.687358,45273.682878,45273.682878
9974,45283.200947, 9.518570, 0.000000,-0.000000,45283.200947, 9.518570,8969.686929,45283.200947,45283.200947
9975,45292.720017, 9.519570, 0.000000,-0.000000,45292.720017, 9.519570,8970.686500,45292.720017,45292.720017
9976,45302.240086, 9.520570, 0.000000,-0.000000,45302.240086, 9.520570,8971.686071,45302.240086,45302.240086
9977,45311.761156, 9.521570, 0.000000,-0.000000,45311.761156, 9.521570,8972.685642,45311.761156,45311.761156
9978,45321.283225, 9.522570, 0.000000,-0.000000,45321.283225, 9.522570,8973.685213,45321.283225,45321.283225
9979,45330.806295, 9.523570, 0.000000,-0.000000,45330.806295, 9.523570,8974.684784,45330.806295,45330.806295
9980,45340.330364, 9.524570, 0.000000,-0.000000,45340.330364, 9.524570,8975.684355,45340.330364,45340.330364
9981,45349.855434, 9.525570, 0.000000,-0.000000,45349.855434, 9.525570,8976.683925,45349.855434,45349.855434
9982,45359.381503, 9.526570, 0.000000,-0.000000,45359.381503, 9.526570,8977.683496,45359.381503,45359.381503
9983,45368.908573, 9.527570, 0.000000,-0.000000,45368.908573, 9.527570,8978.683067,45368.908573,45368.908573
9984,45378.436643, 9.528570, 0.000000,-0.000000,45378.436643, 9.528570,8979.682638,45378.436643,45378.436643
9985,45387.965712, 9.529570, 0.000000,-0.000000,45387.965712, 9.529570,8980.682209,45387.965712,45387.965712
9986,45397.495782, 9.530570, 0.000000,-0.000000,45397.495782, 9.530570,8981.681780,45397.495782,45397.495782
9987,45407.026851, 9.531570, 0.000000,-0.000000,45407.026851, 9.531570,8982.681351,45407.026851,45407.026851
9988,45416.558921, 9.532570, 0.000000,-0.000000,45416.558921, 9.532570,8983.680922,45416.558921,45416.558921
9989,45426.091990, 9.533570, 0.000000,-0.000000,45426.091990, 9.533570,8984.680493,45426.091990,45426.091990
9990,45435.626060, 9.534570, 0.000000,-0.000000,45435.626060, 9.534570,8985.680064,45435.626060,45435.626060
9991,45445.161130, 9.535570, 0.000000,-0.000000,45445.161130, 9.535570,8986.679635,45445.161130,45445.161130
9992,45454.697199, 9.536570, 0.000000,-0.000000,45454.697199, 9.536570,8987.679206,45454.697199,45454.697199
9993,45464.234269, 9.537570, 0.000000,-0.000000,45464.234269, 9.537570,8988.678777,45464.234269,45464.234269
