q,f,df
5612,13276.694667, 5.156609
5613,13281.851776, 5.157610
5614,13287.009886, 5.158610
5615,13292.168997, 5.159611
5616,13297.329109, 5.160612
5617,13302.490221, 5.161613
5618,13307.652334, 5.162614
5619,13312.815448, 5.163614
5620,13317.979563, 5.164615
5621,13323.144678, 5.165616
5622,13328.310794, 5.166617
5623,13333.477911, 5.167617
5624,13338.646029, 5.168618
5625,13343.815148, 5.169619
5626,13348.985267, 5.170620
5627,13354.156387, 5.171620
5628,13359.328508, 5.172621
5629,13364.501629, 5.173622
5630,13369.675752, 5.174623
5631,13374.850875, 5.175623
5632,13380.026998, 5.176624
5633,13385.204123, 5.177625
5634,13390.382248, 5.178626
5635,13395.561374, 5.179626
5636,13400.741500, 5.180627
5637,13405.922628, 5.181628
5638,13411.104756, 5.182628
5639,13416.287885, 5.183629
5640,13421.472014, 5.184630
5641,13426.657144, 5.185630
5642,13431.843275, 5.186631
5643,13437.030406, 5.187632
5644,13442.218539, 5.188633
5645,13447.407672, 5.189633
5646,13452.597805, 5.190634
5647,13457.788939, 5.191635
5648,13462.981074, 5.192635
5649,13468.174210, 5.193636
5650,13473.368346, 5.194637
5651,13478.563483, 5.195637
5652,13483.759621, 5.196638
5653,13488.956759, 5.197639
5654,13494.154898, 5.198639
5655,13499.354037, 5.199640
5656,13504.554177, 5.200640
5657,13509.755318, 5.201641
5658,13514.957460, 5.202642
5659,13520.160602, 5.203642
5660,13525.364744, 5.204643
5661,13530.569887, 5.205644
5662,13535.776031, 5.206644
5663,13540.983176, 5.207645
5664,13546.191321, 5.208645
5665,13551.400467, 5.209646
5666,13556.610613, 5.210647
5667,13561.821760, 5.211647
5668,13567.033907, 5.212648
5669,13572.247055, 5.213648
5670,13577.461204, 5.214649
5671,13582.676353, 5.215650
5672,13587.892503, 5.216650
5673,13593.109654, 5.217651
5674,13598.327804, 5.218651
5675,13603.546956, 5.219652
5676,13608.767108, 5.220652
5677,13613.988261, 5.221653
5678,13619.210414, 5.222653
5679,13624.433567, 5.223654
5680,13629.657722, 5.224655
5681,13634.882876, 5.225655
5682,13640.109032, 5.226656
5683,13645.336188, 5.227656
5684,13650.564344, 5.228657
5685,13655.793501, 5.229657
5686,13661.023658, 5.230658
5687,13666.254816, 5.231658
5688,13671.486975, 5.232659
5689,13676.720133, 5.233659
5690,13681.954293, 5.234660
5691,13687.189453, 5.235660
5692,13692.425613, 5.236661
5693,13697.662774, 5.237661
5694,13702.900935, 5.238662
5695,13708.140097, 5.239662
5696,13713.380259, 5.240663
5697,13718.621422, 5.241663
5698,13723.863585, 5.242663
5699,13729.106749, 5.243664
5700,13734.350913, 5.244664
5701,13739.596078, 5.245665
5702,13744.842243, 5.246665
5703,13750.089408, 5.247666
5704,13755.337574, 5.248666
5705,13760.586740, 5.249667
5706,13765.836907, 5.250667
5707,13771.088074, 5.251667
5708,13776.340242, 5.252668
5709,13781.593410, 5.253668
5710,13786.847578, 5.254669
5711,13792.102747, 5.255669
5712,13797.358916, 5.256669
5713,13802.616086, 5.257670
5714,13807.874256, 5.258670
5715,13813.133426, 5.259671
5716,13818.393597, 5.260671
5717,13823.654768, 5.261671
5718,13828.916940, 5.262672
5719,13834.180112, 5.263672
5720,13839.444284, 5.264672
5721,13844.709457, 5.265673
5722,13849.975630, 5.266673
5723,13855.242803, 5.267674
5724,13860.510977, 5.268674
5725,13865.780151, 5.269674
5726,13871.050325, 5.270675
5727,13876.321500, 5.271675
5728,13881.593675, 5.272675
5729,13886.866850, 5.273676
5730,13892.141026, 5.274676
5731,13897.416202, 5.275676
5732,13902.692378, 5.276676
5733,13907.969555, 5.277677
5734,13913.247732, 5.278677
5735,13918.526909, 5.279677
5736,13923.807087, 5.280678
5737,13929.088265, 5.281678
5738,13934.370443, 5.282678
5739,13939.653621, 5.283679
5740,13944.937800, 5.284679
5741,13950.222979, 5.285679
5742,13955.509158, 5.286679
5743,13960.796337, 5.287680
5744,13966.084517, 5.288680
5745,13971.373697, 5.289680
5746,13976.663877, 5.290680
5747,13981.955058, 5.291681
5748,13987.247239, 5.292681
5749,13992.540420, 5.293681
5750,13997.834601, 5.294681
5751,14003.129782, 5.295682
5752,14008.425964, 5.296682
5753,14013.723146, 5.297682
5754,14019.021328, 5.298682
5755,14024.320510, 5.299682
5756,14029.620693, 5.300683
5757,14034.921876, 5.301683
5758,14040.224059, 5.302683
5759,14045.527242, 5.303683
5760,14050.831425, 5.304683
5761,14056.136609, 5.305684
5762,14061.442792, 5.306684
5763,14066.749976, 5.307684
5764,14072.058160, 5.308684
5765,14077.367344, 5.309684
5766,14082.677529, 5.310684
5767,14087.988713, 5.311685
5768,14093.300898, 5.312685
5769,14098.614083, 5.313685
5770,14103.928268, 5.314685
5771,14109.243453, 5.315685
5772,14114.559638, 5.316685
5773,14119.876824, 5.317686
5774,14125.195009, 5.318686
5775,14130.514195, 5.319686
5776,14135.834381, 5.320686
5777,14141.155567, 5.321686
5778,14146.477753, 5.322686
5779,14151.800939, 5.323686
5780,14157.125125, 5.324686
5781,14162.450312, 5.325686
5782,14167.776498, 5.326687
5783,14173.103685, 5.327687
5784,14178.431872, 5.328687
5785,14183.761058, 5.329687
5786,14189.091245, 5.330687
5787,14194.422432, 5.331687
5788,14199.754619, 5.332687
5789,14205.087806, 5.333687
5790,14210.421993, 5.334687
5791,14215.757180, 5.335687
5792,14221.093368, 5.336687
5793,14226.430555, 5.337687
5794,14231.768742, 5.338687
5795,14237.107930, 5.339687
5796,14242.448117, 5.340687
5797,14247.789305, 5.341687
5798,14253.131492, 5.342688
5799,14258.474680, 5.343688
5800,14263.818867, 5.344688
5801,14269.164055, 5.345688
5802,14274.510242, 5.346688
5803,14279.857430, 5.347688
5804,14285.205618, 5.348688
5805,14290.554805, 5.349688
5806,14295.904993, 5.350688
5807,14301.256181, 5.351688
5808,14306.608368, 5.352688
5809,14311.961556, 5.353688
5810,14317.315743, 5.354688
5811,14322.670931, 5.355688
5812,14328.027119, 5.356688
5813,14333.384306, 5.357688
5814,14338.742494, 5.358687
5815,14344.101681, 5.359687
5816,14349.461869, 5.360687
5817,14354.823056, 5.361687
5818,14360.185243, 5.362687
5819,14365.548431, 5.363687
5820,14370.912618, 5.364687
5821,14376.277805, 5.365687
5822,14381.643992, 5.366687
5823,14387.011179, 5.367687
5824,14392.379366, 5.368687
5825,14397.748553, 5.369687
5826,14403.118740, 5.370687
5827,14408.489927, 5.371687
5828,14413.862114, 5.372687
5829,14419.235300, 5.373687
5830,14424.609487, 5.374686
5831,14429.984673, 5.375686
5832,14435.360860, 5.376686
5833,14440.738046, 5.377686
5834,14446.116232, 5.378686
5835,14451.495418, 5.379686
5836,14456.875604, 5.380686
5837,14462.256790, 5.381686
5838,14467.638975, 5.382686
5839,14473.022161, 5.383686
5840,14478.406346, 5.384685
5841,14483.791532, 5.385685
5842,14489.177717, 5.386685
5843,14494.564902, 5.387685
5844,14499.953087, 5.388685
5845,14505.342272, 5.389685
5846,14510.732456, 5.390685
5847,14516.123641, 5.391684
5848,14521.515825, 5.392684
5849,14526.909009, 5.393684
5850,14532.303193, 5.394684
5851,14537.698377, 5.395684
5852,14543.094561, 5.396684
5853,14548.491744, 5.397683
5854,14553.889928, 5.398683
5855,14559.289111, 5.399683
5856,14564.689294, 5.400683
5857,14570.090477, 5.401683
5858,14575.492659, 5.402683
5859,14580.895842, 5.403682
5860,14586.300024, 5.404682
5861,14591.705206, 5.405682
5862,14597.111388, 5.406682
5863,14602.518570, 5.407682
5864,14607.926751, 5.408681
5865,14613.335932, 5.409681
5866,14618.746113, 5.410681
5867,14624.157294, 5.411681
5868,14629.569475, 5.412680
5869,14634.982655, 5.413680
5870,14640.396835, 5.414680
5871,14645.812015, 5.415680
5872,14651.228195, 5.416680
5873,14656.645374, 5.417679
5874,14662.063553, 5.418679
5875,14667.482732, 5.419679
5876,14672.902911, 5.420679
5877,14678.324090, 5.421678
5878,14683.746268, 5.422678
5879,14689.169446, 5.423678
5880,14694.593624, 5.424678
5881,14700.018801, 5.425677
5882,14705.444978, 5.426677
5883,14710.872155, 5.427677
5884,14716.300332, 5.428677
5885,14721.729508, 5.429676
5886,14727.159684, 5.430676
5887,14732.590860, 5.431676
5888,14738.023036, 5.432675
5889,14743.456211, 5.433675
5890,14748.890386, 5.434675
5891,14754.325561, 5.435675
5892,14759.761736, 5.436674
5893,14765.198910, 5.437674
5894,14770.637084, 5.438674
5895,14776.076257, 5.439673
5896,14781.516430, 5.440673
5897,14786.957603, 5.441673
5898,14792.399776, 5.442673
5899,14797.842949, 5.443672
5900,14803.287121, 5.444672
5901,14808.732292, 5.445672
5902,14814.178464, 5.446671
5903,14819.625635, 5.447671
5904,14825.073806, 5.448671
5905,14830.522976, 5.449670
5906,14835.973146, 5.450670
5907,14841.424316, 5.451670
5908,14846.876486, 5.452669
5909,14852.329655, 5.453669
5910,14857.783824, 5.454669
5911,14863.238992, 5.455668
5912,14868.695160, 5.456668
5913,14874.152328, 5.457668
5914,14879.610496, 5.458667
5915,14885.069663, 5.459667
5916,14890.529830, 5.460667
5917,14895.990996, 5.461666
5918,14901.453162, 5.462666
5919,14906.916328, 5.463666
5920,14912.380493, 5.464665
5921,14917.845658, 5.465665
5922,14923.311823, 5.466664
5923,14928.778987, 5.467664
5924,14934.247151, 5.468664
5925,14939.716315, 5.469663
5926,14945.186478, 5.470663
5927,14950.657641, 5.471663
5928,14956.129803, 5.472662
5929,14961.602965, 5.473662
5930,14967.077127, 5.474662
5931,14972.552288, 5.475661
5932,14978.028449, 5.476661
5933,14983.505610, 5.477660
5934,14988.983770, 5.478660
5935,14994.462930, 5.479660
5936,14999.943089, 5.480659
5937,15005.424248, 5.481659
5938,15010.906407, 5.482658
5939,15016.389565, 5.483658
5940,15021.873723, 5.484658
5941,15027.358880, 5.485657
5942,15032.845037, 5.486657
5943,15038.332194, 5.487656
5944,15043.820350, 5.488656
5945,15049.309506, 5.489656
5946,15054.799661, 5.490655
5947,15060.290816, 5.491655
5948,15065.782970, 5.492654
5949,15071.276125, 5.493654
5950,15076.770278, 5.494654
5951,15082.265432, 5.495653
5952,15087.761585, 5.496653
5953,15093.258737, 5.497652
5954,15098.756889, 5.498652
5955,15104.256041, 5.499651
5956,15109.756192, 5.500651
5957,15115.257343, 5.501651
5958,15120.759493, 5.502650
5959,15126.262643, 5.503650
5960,15131.766792, 5.504649
5961,15137.271941, 5.505649
5962,15142.778090, 5.506648
5963,15148.285238, 5.507648
5964,15153.793386, 5.508648
5965,15159.302533, 5.509647
5966,15164.812680, 5.510647
5967,15170.323826, 5.511646
5968,15175.835972, 5.512646
5969,15181.349118, 5.513645
5970,15186.863263, 5.514645
5971,15192.378408, 5.515644
5972,15197.894552, 5.516644
5973,15203.411695, 5.517644
5974,15208.929839, 5.518643
5975,15214.448982, 5.519643
5976,15219.969124, 5.520642
5977,15225.490266, 5.521642
5978,15231.012407, 5.522641
5979,15236.535548, 5.523641
5980,15242.059689, 5.524640
5981,15247.584829, 5.525640
5982,15253.110969, 5.526639
5983,15258.638108, 5.527639
5984,15264.166246, 5.528638
5985,15269.695385, 5.529638
5986,15275.225522, 5.530638
5987,15280.756660, 5.531637
5988,15286.288797, 5.532637
5989,15291.821933, 5.533636
5990,15297.356069, 5.534636
5991,15302.891204, 5.535635
5992,15308.427339, 5.536635
5993,15313.964474, 5.537634
5994,15319.502608, 5.538634
5995,15325.041741, 5.539633
5996,15330.581874, 5.540633
5997,15336.123007, 5.541632
5998,15341.665139, 5.542632
5999,15347.208271, 5.543631
6000,15352.752402, 5.544631
6001,15358.297533, 5.545630
6002,15363.843663, 5.546630
6003,15369.390793, 5.547629
6004,15374.938922, 5.548629
6005,15380.488051, 5.549629
6006,15386.038179, 5.550628
6007,15391.589307, 5.551628
6008,15397.141434, 5.552627
6009,15402.694561, 5.553627
6010,15408.248687, 5.554626
6011,15413.803813, 5.555626
6012,15419.359938, 5.556625
6013,15424.917063, 5.557625
6014,15430.475188, 5.558624
6015,15436.034312, 5.559624
6016,15441.594435, 5.560623
6017,15447.155558, 5.561623
6018,15452.717680, 5.562622
6019,15458.280802, 5.563622
6020,15463.844924, 5.564621
6021,15469.410045, 5.565621
6022,15474.976165, 5.566620
6023,15480.543285, 5.567620
6024,15486.111405, 5.568619
6025,15491.680524, 5.569619
6026,15497.250643, 5.570618
6027,15502.821761, 5.571618
6028,15508.393878, 5.572617
6029,15513.966995, 5.573617
6030,15519.541112, 5.574616
6031,15525.116228, 5.575616
6032,15530.692343, 5.576615
6033,15536.269459, 5.577615
6034,15541.847573, 5.578614
6035,15547.426687, 5.579614
6036,15553.006801, 5.580613
6037,15558.587914, 5.581613
6038,15564.170027, 5.582612
6039,15569.753139, 5.583612
6040,15575.337250, 5.584611
6041,15580.922361, 5.585611
6042,15586.508472, 5.586610
6043,15592.095582, 5.587610
6044,15597.683692, 5.588609
6045,15603.272801, 5.589609
6046,15608.862910, 5.590608
6047,15614.454018, 5.591608
6048,15620.046126, 5.592607
6049,15625.639233, 5.593607
6050,15631.233339, 5.594606
6051,15636.828446, 5.595606
6052,15642.424551, 5.596605
6053,15648.021657, 5.597605
6054,15653.619761, 5.598604
6055,15659.218865, 5.599604
6056,15664.818969, 5.600603
6057,15670.420072, 5.601603
6058,15676.022175, 5.602602
6059,15681.625277, 5.603602
6060,15687.229379, 5.604602
6061,15692.834480, 5.605601
6062,15698.440581, 5.606601
6063,15704.047681, 5.607600
6064,15709.655781, 5.608600
6065,15715.264881, 5.609599
6066,15720.874979, 5.610599
6067,15726.486078, 5.611598
6068,15732.098175, 5.612598
6069,15737.711273, 5.613597
6070,15743.325370, 5.614597
6071,15748.940466, 5.615596
6072,15754.556562, 5.616596
6073,15760.173657, 5.617595
6074,15765.791752, 5.618595
6075,15771.410847, 5.619594
6076,15777.030940, 5.620594
6077,15782.652034, 5.621593
6078,15788.274127, 5.622593
6079,15793.897219, 5.623592
6080,15799.521311, 5.624592
6081,15805.146403, 5.625591
6082,15810.772494, 5.626591
6083,15816.399584, 5.627590
6084,15822.027674, 5.628590
6085,15827.656764, 5.629589
6086,15833.286853, 5.630589
6087,15838.917942, 5.631588
6088,15844.550030, 5.632588
6089,15850.183117, 5.633587
6090,15855.817204, 5.634587
6091,15861.452291, 5.635586
6092,15867.088377, 5.636586
6093,15872.725463, 5.637585
6094,15878.363548, 5.638585
6095,15884.002633, 5.639585
6096,15889.642717, 5.640584
6097,15895.283801, 5.641584
6098,15900.925885, 5.642583
6099,15906.568967, 5.643583
6100,15912.213050, 5.644582
6101,15917.858132, 5.645582
6102,15923.504213, 5.646581
6103,15929.151294, 5.647581
6104,15934.799375, 5.648580
6105,15940.448455, 5.649580
6106,15946.098535, 5.650579
6107,15951.749614, 5.651579
6108,15957.401692, 5.652578
6109,15963.054771, 5.653578
6110,15968.708848, 5.654578
6111,15974.363926, 5.655577
6112,15980.020002, 5.656577
6113,15985.677079, 5.657576
6114,15991.335155, 5.658576
6115,15996.994230, 5.659575
6116,16002.654305, 5.660575
6117,16008.315380, 5.661574
6118,16013.977454, 5.662574
6119,16019.640527, 5.663573
6120,16025.304601, 5.664573
6121,16030.969673, 5.665573
6122,16036.635746, 5.666572
6123,16042.302818, 5.667572
6124,16047.970889, 5.668571
6125,16053.639960, 5.669571
6126,16059.310030, 5.670570
6127,16064.981100, 5.671570
6128,16070.653170, 5.672569
6129,16076.326239, 5.673569
6130,16082.000308, 5.674569
6131,16087.675376, 5.675568
6132,16093.351444, 5.676568
6133,16099.028511, 5.677567
6134,16104.706578, 5.678567
6135,16110.385645, 5.679566
6136,16116.065711, 5.680566
6137,16121.746777, 5.681565
6138,16127.428842, 5.682565
6139,16133.111907, 5.683565
6140,16138.795971, 5.684564
6141,16144.481035, 5.685564
6142,16150.167099, 5.686563
6143,16155.854162, 5.687563
6144,16161.542225, 5.688562
6145,16167.231287, 5.689562
6146,16172.921349, 5.690562
6147,16178.612410, 5.691561
6148,16184.304471, 5.692561
6149,16189.997532, 5.693560
6150,16195.691592, 5.694560
6151,16201.386652, 5.695560
6152,16207.082711, 5.696559
6153,16212.779770, 5.697559
6154,16218.477829, 5.698558
6155,16224.176887, 5.699558
6156,16229.876945, 5.700558
6157,16235.578002, 5.701557
6158,16241.280059, 5.702557
6159,16246.983115, 5.703556
6160,16252.687172, 5.704556
6161,16258.392227, 5.705556
6162,16264.098283, 5.706555
6163,16269.805338, 5.707555
6164,16275.513392, 5.708554
6165,16281.222446, 5.709554
6166,16286.932500, 5.710554
6167,16292.643553, 5.711553
6168,16298.355606, 5.712553
6169,16304.068659, 5.713552
6170,16309.782711, 5.714552
6171,16315.497763, 5.715552
6172,16321.213814, 5.716551
6173,16326.930866, 5.717551
6174,16332.648916, 5.718551
6175,16338.367967, 5.719550
6176,16344.088017, 5.720550
6177,16349.809066, 5.721549
6178,16355.531115, 5.722549
6179,16361.254164, 5.723549
6180,16366.978213, 5.724548
6181,16372.703261, 5.725548
6182,16378.429308, 5.726548
6183,16384.156356, 5.727547
6184,16389.884403, 5.728547
6185,16395.613450, 5.729546
6186,16401.343496, 5.730546
6187,16407.074542, 5.731546
6188,16412.806587, 5.732545
6189,16418.539633, 5.733545
6190,16424.273678, 5.734545
6191,16430.008722, 5.735544
6192,16435.744766, 5.736544
6193,16441.481810, 5.737544
6194,16447.219854, 5.738543
6195,16452.958897, 5.739543
6196,16458.698940, 5.740543
6197,16464.439982, 5.741542
6198,16470.182024, 5.742542
6199,16475.925066, 5.743542
6200,16481.669108, 5.744541
6201,16487.414149, 5.745541
6202,16493.160190, 5.746541
6203,16498.907230, 5.747540
6204,16504.655270, 5.748540
6205,16510.404310, 5.749540
6206,16516.154350, 5.750539
6207,16521.905389, 5.751539
6208,16527.657428, 5.752539
6209,16533.410466, 5.753538
6210,16539.164505, 5.754538
6211,16544.919543, 5.755538
6212,16550.675580, 5.756537
6213,16556.432617, 5.757537
6214,16562.190655, 5.758537
6215,16567.949691, 5.759537
6216,16573.709728, 5.760536
6217,16579.470764, 5.761536
6218,16585.232800, 5.762536
6219,16590.995835, 5.763535
6220,16596.759870, 5.764535
6221,16602.524905, 5.765535
6222,16608.290940, 5.766535
6223,16614.057974, 5.767534
6224,16619.826008, 5.768534
6225,16625.595042, 5.769534
6226,16631.365076, 5.770533
6227,16637.136109, 5.771533
6228,16642.908142, 5.772533
6229,16648.681174, 5.773533
6230,16654.455207, 5.774532
6231,16660.230239, 5.775532
6232,16666.006271, 5.776532
6233,16671.783302, 5.777531
6234,16677.561334, 5.778531
6235,16683.340365, 5.779531
6236,16689.120396, 5.780531
6237,16694.901426, 5.781530
6238,16700.683456, 5.782530
6239,16706.466486, 5.783530
6240,16712.250516, 5.784530
6241,16718.035546, 5.785529
6242,16723.821575, 5.786529
6243,16729.608604, 5.787529
6244,16735.396633, 5.788529
6245,16741.185661, 5.789528
6246,16746.975689, 5.790528
6247,16752.766717, 5.791528
6248,16758.558745, 5.792528
6249,16764.351773, 5.793527
6250,16770.145800, 5.794527
6251,16775.940827, 5.795527
6252,16781.736854, 5.796527
6253,16787.533880, 5.797526
6254,16793.331907, 5.798526
6255,16799.130933, 5.799526
6256,16804.930959, 5.800526
6257,16810.731985, 5.801526
6258,16816.534010, 5.802525
6259,16822.337035, 5.803525
6260,16828.141060, 5.804525
6261,16833.946085, 5.805525
6262,16839.752110, 5.806525
6263,16845.559134, 5.807524
6264,16851.367159, 5.808524
6265,16857.176183, 5.809524
6266,16862.986206, 5.810524
6267,16868.797230, 5.811524
6268,16874.609253, 5.812523
6269,16880.422277, 5.813523
6270,16886.236300, 5.814523
6271,16892.051322, 5.815523
6272,16897.867345, 5.816523
6273,16903.684368, 5.817522
6274,16909.502390, 5.818522
6275,16915.321412, 5.819522
6276,16921.141434, 5.820522
6277,16926.962456, 5.821522
6278,16932.784477, 5.822521
6279,16938.607498, 5.823521
6280,16944.431520, 5.824521
6281,16950.256541, 5.825521
6282,16956.082562, 5.826521
6283,16961.909582, 5.827521
6284,16967.737603, 5.828520
6285,16973.566623, 5.829520
6286,16979.396643, 5.830520
6287,16985.227663, 5.831520
6288,16991.059683, 5.832520
6289,16996.892703, 5.833520
6290,17002.726723, 5.834520
6291,17008.561742, 5.835519
6292,17014.397761, 5.836519
6293,17020.234780, 5.837519
6294,17026.072799, 5.838519
6295,17031.911818, 5.839519
6296,17037.751837, 5.840519
