q,h,dh,l,dl,f,df,s,m
 267, 0.569132, 0.006868,3668.578295,-4.963619,-3668.009163, 4.970487,3669.147427,3668.578295
 268, 0.576034, 0.006936,3663.614844,-4.963282,-3663.038810, 4.970218,3664.190878,3663.614844
 269, 0.583004, 0.007004,3658.651732,-4.962942,-3658.068729, 4.969946,3659.234736,3658.651732
 270, 0.590042, 0.007073,3653.688962,-4.962599,-3653.098920, 4.969672,3654.279004,3653.688962
 271, 0.597150, 0.007142,3648.726536,-4.962253,-3648.129386, 4.969395,3649.323685,3648.726536
 272, 0.604327, 0.007212,3643.764457,-4.961904,-3643.160130, 4.969117,3644.368784,3643.764457
 273, 0.611574, 0.007283,3638.802728,-4.961553,-3638.191154, 4.968836,3639.414302,3638.802728
 274, 0.618892, 0.007354,3633.841352,-4.961199,-3633.222460, 4.968552,3634.460244,3633.841352
 275, 0.626282, 0.007425,3628.880332,-4.960842,-3628.254050, 4.968267,3629.506613,3628.880332
 276, 0.633743, 0.007498,3623.919670,-4.960482,-3623.285927, 4.967979,3624.553413,3623.919670
 277, 0.641277, 0.007570,3618.959369,-4.960119,-3618.318092, 4.967689,3619.600646,3618.959369
 278, 0.648884, 0.007644,3613.999433,-4.959753,-3613.350549, 4.967397,3614.648318,3613.999433
 279, 0.656565, 0.007718,3609.039865,-4.959384,-3608.383299, 4.967102,3609.696430,3609.039865
 280, 0.664320, 0.007793,3604.080666,-4.959012,-3603.416346, 4.966805,3604.744986,3604.080666
 281, 0.672150, 0.007868,3599.121841,-4.958638,-3598.449691, 4.966505,3599.793991,3599.121841
 282, 0.680056, 0.007944,3594.163392,-4.958260,-3593.483336, 4.966203,3594.843448,3594.163392
 283, 0.688038, 0.008020,3589.205322,-4.957879,-3588.517285, 4.965899,3589.893360,3589.205322
 284, 0.696096, 0.008097,3584.247635,-4.957495,-3583.551539, 4.965592,3584.943731,3584.247635
 285, 0.704232, 0.008175,3579.290333,-4.957108,-3578.586101, 4.965283,3579.994564,3579.290333
 286, 0.712445, 0.008253,3574.333419,-4.956718,-3573.620974, 4.964971,3575.045865,3574.333419
 287, 0.720738, 0.008332,3569.376897,-4.956325,-3568.656159, 4.964657,3570.097635,3569.376897
 288, 0.729109, 0.008411,3564.420769,-4.955929,-3563.691660, 4.964340,3565.149879,3564.420769
 289, 0.737560, 0.008491,3559.465040,-4.955530,-3558.727479, 4.964021,3560.202600,3559.465040
 290, 0.746092, 0.008572,3554.509711,-4.955127,-3553.763619, 4.963699,3555.255803,3554.509711
 291, 0.754705, 0.008654,3549.554786,-4.954722,-3548.800081, 4.963375,3550.309491,3549.554786
 292, 0.763400, 0.008736,3544.600269,-4.954313,-3543.836869, 4.963048,3545.363668,3544.600269
 293, 0.772177, 0.008818,3539.646162,-4.953901,-3538.873986, 4.962719,3540.418339,3539.646162
 294, 0.781037, 0.008902,3534.692469,-4.953485,-3533.911432, 4.962387,3535.473505,3534.692469
 295, 0.789980, 0.008986,3529.739193,-4.953066,-3528.949213, 4.962052,3530.529173,3529.739193
 296, 0.799008, 0.009070,3524.786337,-4.952645,-3523.987329, 4.961715,3525.585345,3524.786337
 297, 0.808121, 0.009156,3519.833905,-4.952219,-3519.025784, 4.961375,3520.642026,3519.833905
 298, 0.817320, 0.009242,3514.881900,-4.951791,-3514.064580, 4.961032,3515.699220,3514.881900
 299, 0.826605, 0.009329,3509.930325,-4.951359,-3509.103719, 4.960687,3510.756930,3509.930325
 300, 0.835977, 0.009416,3504.979183,-4.950923,-3504.143206, 4.960339,3505.815161,3504.979183
 301, 0.845437, 0.009504,3500.028479,-4.950485,-3499.183042, 4.959989,3500.873917,3500.028479
 302, 0.854986, 0.009593,3495.078215,-4.950042,-3494.223230, 4.959635,3495.933201,3495.078215
 303, 0.864623, 0.009682,3490.128395,-4.949597,-3489.263772, 4.959279,3490.993018,3490.128395
 304, 0.874350, 0.009772,3485.179023,-4.949148,-3484.304673, 4.958920,3486.053373,3485.179023
 305, 0.884168, 0.009863,3480.230101,-4.948695,-3479.345933, 4.958558,3481.114269,3480.230101
 306, 0.894077, 0.009955,3475.281633,-4.948239,-3474.387557, 4.958194,3476.175710,3475.281633
 307, 0.904077, 0.010047,3470.333624,-4.947780,-3469.429546, 4.957826,3471.237701,3470.333624
 308, 0.914171, 0.010140,3465.386075,-4.947316,-3464.471905, 4.957456,3466.300246,3465.386075
 309, 0.924357, 0.010234,3460.438992,-4.946850,-3459.514635, 4.957083,3461.363349,3460.438992
 310, 0.934638, 0.010328,3455.492377,-4.946379,-3454.557739, 4.956707,3456.427015,3455.492377
 311, 0.945013, 0.010423,3450.546234,-4.945906,-3449.601221, 4.956329,3451.491248,3450.546234
 312, 0.955484, 0.010519,3445.600567,-4.945428,-3444.645083, 4.955947,3446.556051,3445.600567
 313, 0.966051, 0.010615,3440.655380,-4.944947,-3439.689328, 4.955562,3441.621431,3440.655380
 314, 0.976715, 0.010713,3435.710675,-4.944462,-3434.733960, 4.955175,3436.687390,3435.710675
 315, 0.987477, 0.010811,3430.766457,-4.943973,-3429.778980, 4.954784,3431.753935,3430.766457
 316, 0.998338, 0.010910,3425.822730,-4.943481,-3424.824392, 4.954391,3426.821067,3425.822730
 317, 1.009297, 0.011009,3420.879497,-4.942985,-3419.870200, 4.953994,3421.888794,3420.879497
 318, 1.020356, 0.011110,3415.936762,-4.942485,-3414.916406, 4.953594,3416.957118,3415.936762
 319, 1.031517, 0.011211,3410.994529,-4.941981,-3409.963012, 4.953192,3412.026045,3410.994529
 320, 1.042778, 0.011313,3406.052801,-4.941474,-3405.010023, 4.952786,3407.095579,3406.052801
 321, 1.054142, 0.011415,3401.111583,-4.940962,-3400.057441, 4.952377,3402.165725,3401.111583
 322, 1.065609, 0.011519,3396.170878,-4.940447,-3395.105269, 4.951966,3397.236487,3396.170878
 323, 1.077180, 0.011623,3391.230691,-4.939928,-3390.153511, 4.951551,3392.307870,3391.230691
 324, 1.088855, 0.011728,3386.291024,-4.939405,-3385.202169, 4.951133,3387.379879,3386.291024
 325, 1.100636, 0.011834,3381.351883,-4.938878,-3380.251247, 4.950711,3382.452519,3381.351883
 326, 1.112523, 0.011940,3376.413270,-4.938347,-3375.300747, 4.950287,3377.525793,3376.413270
 327, 1.124517, 0.012048,3371.475191,-4.937812,-3370.350674, 4.949859,3372.599707,3371.475191
 328, 1.136619, 0.012156,3366.537648,-4.937273,-3365.401029, 4.949429,3367.674267,3366.537648
 329, 1.148829, 0.012265,3361.600647,-4.936730,-3360.451818, 4.948995,3362.749475,3361.600647
 330, 1.161149, 0.012375,3356.664190,-4.936183,-3355.503041, 4.948557,3357.825339,3356.664190
 331, 1.173579, 0.012485,3351.728283,-4.935631,-3350.554704, 4.948117,3352.901861,3351.728283
 332, 1.186120, 0.012597,3346.792929,-4.935076,-3345.606809, 4.947673,3347.979048,3346.792929
 333, 1.198773, 0.012709,3341.858132,-4.934517,-3340.659359, 4.947226,3343.056905,3341.858132
 334, 1.211538, 0.012822,3336.923897,-4.933953,-3335.712358, 4.946775,3338.135435,3336.923897
 335, 1.224418, 0.012936,3331.990227,-4.933385,-3330.765810, 4.946322,3333.214645,3331.990227
 336, 1.237411, 0.013051,3327.057127,-4.932813,-3325.819716, 4.945864,3328.294539,3327.057127
 337, 1.250520, 0.013167,3322.124602,-4.932237,-3320.874082, 4.945404,3323.375122,3322.124602
 338, 1.263745, 0.013283,3317.192655,-4.931657,-3315.928910, 4.944940,3318.456400,3317.192655
 339, 1.277087, 0.013401,3312.261290,-4.931072,-3310.984203, 4.944473,3313.538377,3312.261290
 340, 1.290547, 0.013519,3307.330512,-4.930483,-3306.039966, 4.944002,3308.621059,3307.330512
 341, 1.304125, 0.013638,3302.400326,-4.929889,-3301.096201, 4.943527,3303.704451,3302.400326
 342, 1.317823, 0.013758,3297.470735,-4.929292,-3296.152912, 4.943050,3298.788558,3297.470735
 343, 1.331642, 0.013879,3292.541744,-4.928689,-3291.210103, 4.942568,3293.873386,3292.541744
 344, 1.345581, 0.014001,3287.613358,-4.928083,-3286.267776, 4.942084,3288.958939,3287.613358
 345, 1.359644, 0.014123,3282.685580,-4.927472,-3281.325937, 4.941595,3284.045224,3282.685580
 346, 1.373829, 0.014247,3277.758416,-4.926856,-3276.384587, 4.941103,3279.132244,3277.758416
 347, 1.388138, 0.014371,3272.831869,-4.926236,-3271.443731, 4.940608,3274.220007,3272.831869
 348, 1.402572, 0.014497,3267.905944,-4.925612,-3266.503373, 4.940109,3269.308516,3267.905944
 349, 1.417132, 0.014623,3262.980647,-4.924983,-3261.563515, 4.939606,3264.397779,3262.980647
 350, 1.431818, 0.014750,3258.055980,-4.924349,-3256.624162, 4.939100,3259.487799,3258.055980
 351, 1.446633, 0.014878,3253.131950,-4.923711,-3251.685317, 4.938590,3254.578582,3253.131950
 352, 1.461576, 0.015008,3248.208560,-4.923068,-3246.746984, 4.938076,3249.670135,3248.208560
 353, 1.476648, 0.015138,3243.285815,-4.922421,-3241.809166, 4.937558,3244.762463,3243.285815
 354, 1.491851, 0.015268,3238.363719,-4.921769,-3236.871868, 4.937037,3239.855570,3238.363719
 355, 1.507185, 0.015400,3233.442279,-4.921112,-3231.935093, 4.936512,3234.949464,3233.442279
 356, 1.522652, 0.015533,3228.521497,-4.920450,-3226.998845, 4.935984,3230.044149,3228.521497
 357, 1.538252, 0.015667,3223.601379,-4.919784,-3222.063127, 4.935451,3225.139631,3223.601379
 358, 1.553986, 0.015802,3218.681930,-4.919113,-3217.127944, 4.934915,3220.235916,3218.681930
 359, 1.569856, 0.015937,3213.763155,-4.918437,-3212.193299, 4.934375,3215.333010,3213.763155
 360, 1.585861, 0.016074,3208.845057,-4.917757,-3207.259196, 4.933831,3210.430919,3208.845057
 361, 1.602004, 0.016212,3203.927643,-4.917071,-3202.325639, 4.933283,3205.529647,3203.927643
 362, 1.618285, 0.016350,3199.010917,-4.916381,-3197.392632, 4.932731,3200.629202,3199.010917
 363, 1.634705, 0.016490,3194.094884,-4.915685,-3192.460179, 4.932175,3195.729589,3194.094884
 364, 1.651265, 0.016631,3189.179548,-4.914985,-3187.528283, 4.931615,3190.830814,3189.179548
 365, 1.667966, 0.016772,3184.264916,-4.914280,-3182.596949, 4.931052,3185.932882,3184.264916
 366, 1.684810, 0.016915,3179.350991,-4.913569,-3177.666181, 4.930484,3181.035801,3179.350991
 367, 1.701796, 0.017058,3174.437779,-4.912854,-3172.735982, 4.929913,3176.139575,3174.437779
 368, 1.718927, 0.017203,3169.525284,-4.912134,-3167.806357, 4.929337,3171.244211,3169.525284
 369, 1.736203, 0.017349,3164.613513,-4.911408,-3162.877310, 4.928757,3166.349715,3164.613513
 370, 1.753625, 0.017495,3159.702469,-4.910678,-3157.948845, 4.928173,3161.456094,3159.702469
 371, 1.771194, 0.017643,3154.792159,-4.909942,-3153.020965, 4.927585,3156.563353,3154.792159
 372, 1.788911, 0.017792,3149.882586,-4.909201,-3148.093675, 4.926993,3151.671498,3149.882586
 373, 1.806778, 0.017942,3144.973757,-4.908456,-3143.166980, 4.926397,3146.780535,3144.973757
 374, 1.824795, 0.018092,3140.065677,-4.907704,-3138.240882, 4.925797,3141.890472,3140.065677
 375, 1.842963, 0.018244,3135.158351,-4.906948,-3133.315387, 4.925192,3137.001314,3135.158351
 376, 1.861284, 0.018397,3130.251783,-4.906186,-3128.390499, 4.924584,3132.113067,3130.251783
 377, 1.879758, 0.018551,3125.345980,-4.905419,-3123.466222, 4.923971,3127.225738,3125.345980
 378, 1.898387, 0.018706,3120.440947,-4.904647,-3118.542559, 4.923353,3122.339334,3120.440947
 379, 1.917172, 0.018863,3115.536688,-4.903869,-3113.619517, 4.922732,3117.453860,3115.536688
 380, 1.936113, 0.019020,3110.633210,-4.903086,-3108.697097, 4.922106,3112.569323,3110.633210
 381, 1.955212, 0.019178,3105.730518,-4.902298,-3103.775306, 4.921476,3107.685730,3105.730518
 382, 1.974470, 0.019338,3100.828617,-4.901504,-3098.854147, 4.920841,3102.803086,3100.828617
 383, 1.993888, 0.019498,3095.927512,-4.900704,-3093.933625, 4.920202,3097.921400,3095.927512
 384, 2.013466, 0.019660,3091.027210,-4.899899,-3089.013744, 4.919559,3093.040677,3091.027210
 385, 2.033208, 0.019823,3086.127715,-4.899089,-3084.094508, 4.918912,3088.160923,3086.127715
 386, 2.053112, 0.019987,3081.229034,-4.898273,-3079.175922, 4.918259,3083.282146,3081.229034
 387, 2.073181, 0.020151,3076.331171,-4.897451,-3074.257990, 4.917603,3078.404352,3076.331171
 388, 2.093415, 0.020318,3071.434133,-4.896624,-3069.340718, 4.916942,3073.527549,3071.434133
 389, 2.113817, 0.020485,3066.537925,-4.895791,-3064.424108, 4.916276,3068.651742,3066.537925
 390, 2.134386, 0.020653,3061.642552,-4.894953,-3059.508167, 4.915606,3063.776938,3061.642552
 391, 2.155124, 0.020823,3056.748021,-4.894109,-3054.592898, 4.914931,3058.903145,3056.748021
 392, 2.176032, 0.020994,3051.854337,-4.893259,-3049.678305, 4.914252,3054.030369,3051.854337
 393, 2.197111, 0.021165,3046.961506,-4.892403,-3044.764395, 4.913568,3049.158617,3046.961506
 394, 2.218363, 0.021338,3042.069533,-4.891542,-3039.851170, 4.912880,3044.287896,3042.069533
 395, 2.239788, 0.021513,3037.178425,-4.890674,-3034.938636, 4.912187,3039.418213,3037.178425
 396, 2.261388, 0.021688,3032.288186,-4.889801,-3030.026798, 4.911489,3034.549575,3032.288186
 397, 2.283165, 0.021865,3027.398824,-4.888922,-3025.115660, 4.910787,3029.681989,3027.398824
 398, 2.305118, 0.022042,3022.510344,-4.888037,-3020.205226, 4.910079,3024.815462,3022.510344
 399, 2.327250, 0.022221,3017.622752,-4.887146,-3015.295503, 4.909367,3019.950002,3017.622752
 400, 2.349561, 0.022401,3012.736054,-4.886249,-3010.386493, 4.908651,3015.085615,3012.736054
 401, 2.372053, 0.022583,3007.850256,-4.885346,-3005.478203, 4.907929,3010.222308,3007.850256
 402, 2.394727, 0.022765,3002.965363,-4.884438,-3000.570636, 4.907203,3005.360090,3002.965363
 403, 2.417584, 0.022949,2998.081382,-4.883523,-2995.663799, 4.906472,3000.498966,2998.081382
 404, 2.440625, 0.023134,2993.198320,-4.882602,-2990.757695, 4.905736,2995.638945,2993.198320
 405, 2.463852, 0.023320,2988.316181,-4.881674,-2985.852329, 4.904995,2990.780033,2988.316181
 406, 2.487266, 0.023508,2983.434973,-4.880741,-2980.947707, 4.904249,2985.922239,2983.434973
 407, 2.510868, 0.023696,2978.554701,-4.879802,-2976.043833, 4.903498,2981.065569,2978.554701
 408, 2.534659, 0.023886,2973.675371,-4.878856,-2971.140712, 4.902742,2976.210031,2973.675371
 409, 2.558641, 0.024078,2968.796991,-4.877904,-2966.238350, 4.901982,2971.355632,2968.796991
 410, 2.582815, 0.024270,2963.919565,-4.876946,-2961.336750, 4.901216,2966.502380,2963.919565
 411, 2.607182, 0.024464,2959.043101,-4.875981,-2956.435919, 4.900445,2961.650283,2959.043101
 412, 2.631743, 0.024659,2954.167605,-4.875011,-2951.535862, 4.899669,2956.799348,2954.167605
 413, 2.656500, 0.024855,2949.293082,-4.874033,-2946.636582, 4.898888,2951.949582,2949.293082
 414, 2.681454, 0.025053,2944.419540,-4.873050,-2941.738086, 4.898102,2947.100994,2944.419540
 415, 2.706606, 0.025252,2939.546985,-4.872060,-2936.840379, 4.897311,2942.253591,2939.546985
 416, 2.731958, 0.025452,2934.675423,-4.871063,-2931.943465, 4.896515,2937.407381,2934.675423
 417, 2.757510, 0.025653,2929.804861,-4.870060,-2927.047351, 4.895714,2932.562371,2929.804861
 418, 2.783265, 0.025856,2924.935305,-4.869051,-2922.152040, 4.894907,2927.718569,2924.935305
 419, 2.809223, 0.026060,2920.066761,-4.868035,-2917.257539, 4.894095,2922.875984,2920.066761
 420, 2.835385, 0.026266,2915.199237,-4.867012,-2912.363852, 4.893278,2918.034623,2915.199237
 421, 2.861754, 0.026472,2910.332739,-4.865983,-2907.470985, 4.892455,2913.194494,2910.332739
 422, 2.888331, 0.026681,2905.467274,-4.864947,-2902.578943, 4.891628,2908.355605,2905.467274
 423, 2.915116, 0.026890,2900.602847,-4.863904,-2897.687732, 4.890794,2903.517963,2900.602847
 424, 2.942111, 0.027101,2895.739467,-4.862855,-2892.797356, 4.889956,2898.681578,2895.739467
 425, 2.969318, 0.027313,2890.877139,-4.861799,-2887.907821, 4.889112,2893.846457,2890.877139
 426, 2.996737, 0.027526,2886.015871,-4.860737,-2883.019133, 4.888263,2889.012608,2886.015871
 427, 3.024371, 0.027741,2881.155668,-4.859667,-2878.131297, 4.887408,2884.180040,2881.155668
 428, 3.052221, 0.027958,2876.296539,-4.858591,-2873.244319, 4.886548,2879.348760,2876.296539
 429, 3.080287, 0.028175,2871.438490,-4.857507,-2868.358203, 4.885683,2874.518776,2871.438490
 430, 3.108571, 0.028394,2866.581527,-4.856417,-2863.472955, 4.884811,2869.690098,2866.581527
 431, 3.137076, 0.028615,2861.725657,-4.855320,-2858.588582, 4.883935,2864.862733,2861.725657
 432, 3.165801, 0.028836,2856.870889,-4.854216,-2853.705088, 4.883053,2860.036690,2856.870889
 433, 3.194749, 0.029060,2852.017228,-4.853105,-2848.822478, 4.882165,2855.211977,2852.017228
 434, 3.223921, 0.029284,2847.164681,-4.851987,-2843.940760, 4.881271,2850.388602,2847.164681
 435, 3.253318, 0.029510,2842.313256,-4.850862,-2839.059937, 4.880372,2845.566574,2842.313256
 436, 3.282942, 0.029738,2837.462959,-4.849730,-2834.180017, 4.879468,2840.745902,2837.462959
 437, 3.312795, 0.029967,2832.613799,-4.848591,-2829.301004, 4.878557,2835.926593,2832.613799
 438, 3.342876, 0.030197,2827.765781,-4.847444,-2824.422904, 4.877641,2831.108657,2827.765781
 439, 3.373189, 0.030429,2822.918913,-4.846290,-2819.545723, 4.876719,2826.292102,2822.918913
 440, 3.403735, 0.030662,2818.073202,-4.845130,-2814.669467, 4.875792,2821.476937,2818.073202
 441, 3.434514, 0.030897,2813.228656,-4.843962,-2809.794142, 4.874858,2816.663170,2813.228656
 442, 3.465529, 0.031133,2808.385281,-4.842786,-2804.919752, 4.873919,2811.850811,2808.385281
 443, 3.496781, 0.031371,2803.543086,-4.841604,-2800.046305, 4.872974,2807.039867,2803.543086
 444, 3.528271, 0.031610,2798.702077,-4.840414,-2795.173806, 4.872023,2802.230348,2798.702077
 445, 3.560001, 0.031851,2793.862261,-4.839216,-2790.302260, 4.871067,2797.422263,2793.862261
 446, 3.591973, 0.032093,2789.023647,-4.838011,-2785.431674, 4.870104,2792.615620,2789.023647
 447, 3.624187, 0.032336,2784.186241,-4.836799,-2780.562054, 4.869135,2787.810428,2784.186241
 448, 3.656646, 0.032581,2779.350051,-4.835579,-2775.693405, 4.868161,2783.006697,2779.350051
 449, 3.689350, 0.032828,2774.515085,-4.834352,-2770.825735, 4.867180,2778.204435,2774.515085
 450, 3.722302, 0.033076,2769.681349,-4.833117,-2765.959047, 4.866194,2773.403652,2769.681349
 451, 3.755503, 0.033326,2764.848853,-4.831875,-2761.093349, 4.865201,2768.604356,2764.848853
 452, 3.788954, 0.033577,2760.017602,-4.830625,-2756.228647, 4.864202,2763.806556,2760.017602
 453, 3.822657, 0.033830,2755.187605,-4.829368,-2751.364947, 4.863197,2759.010262,2755.187605
 454, 3.856614, 0.034084,2750.358869,-4.828102,-2746.502255, 4.862186,2754.215483,2750.358869
 455, 3.890826, 0.034340,2745.531402,-4.826830,-2741.640576, 4.861169,2749.422228,2745.531402
 456, 3.925294, 0.034597,2740.705212,-4.825549,-2736.779918, 4.860146,2744.630507,2740.705212
 457, 3.960021, 0.034856,2735.880307,-4.824261,-2731.920286, 4.859117,2739.840328,2735.880307
 458, 3.995007, 0.035117,2731.056694,-4.822964,-2727.061687, 4.858081,2735.051701,2731.056694
 459, 4.030254, 0.035379,2726.234381,-4.821660,-2722.204126, 4.857039,2730.264635,2726.234381
 460, 4.065765, 0.035642,2721.413376,-4.820348,-2717.347611, 4.855991,2725.479141,2721.413376
 461, 4.101540, 0.035908,2716.593687,-4.819029,-2712.492147, 4.854936,2720.695226,2716.593687
 462, 4.137581, 0.036174,2711.775321,-4.817701,-2707.637741, 4.853875,2715.912902,2711.775321
 463, 4.173889, 0.036443,2706.958288,-4.816365,-2702.784398, 4.852808,2711.132177,2706.958288
 464, 4.210467, 0.036713,2702.142593,-4.815022,-2697.932126, 4.851735,2706.353061,2702.142593
 465, 4.247316, 0.036985,2697.328247,-4.813670,-2693.080931, 4.850655,2701.575563,2697.328247
 466, 4.284437, 0.037258,2692.515256,-4.812310,-2688.230819, 4.849568,2696.799693,2692.515256
 467, 4.321832, 0.037533,2687.703630,-4.810942,-2683.381797, 4.848475,2692.025462,2687.703630
 468, 4.359504, 0.037810,2682.893375,-4.809566,-2678.533871, 4.847376,2687.252878,2682.893375
 469, 4.397452, 0.038088,2678.084500,-4.808182,-2673.687048, 4.846270,2682.481952,2678.084500
 470, 4.435680, 0.038368,2673.277013,-4.806790,-2668.841333, 4.845157,2677.712693,2673.277013
 471, 4.474188, 0.038649,2668.470923,-4.805389,-2663.996735, 4.844038,2672.945111,2668.470923
 472, 4.512979, 0.038932,2663.666237,-4.803980,-2659.153259, 4.842913,2668.179216,2663.666237
 473, 4.552053, 0.039217,2658.862965,-4.802563,-2654.310911, 4.841781,2663.415018,2658.862965
 474, 4.591414, 0.039504,2654.061113,-4.801138,-2649.469700, 4.840642,2658.652527,2654.061113
 475, 4.631061, 0.039792,2649.260691,-4.799704,-2644.629630, 4.839496,2653.891753,2649.260691
 476, 4.670998, 0.040082,2644.461708,-4.798262,-2639.790710, 4.838344,2649.132706,2644.461708
 477, 4.711226, 0.040374,2639.664170,-4.796811,-2634.952944, 4.837185,2644.375396,2639.664170
 478, 4.751746, 0.040667,2634.868087,-4.795352,-2630.116342, 4.836019,2639.619833,2634.868087
